PlayerName,Matches,Innings,NotOut,Runs,HighestScore,Average,Centuries,HalfCenturies,Ducks,Country,FirstMatch,LastMatch,CenturyConversion,DuckPercentage,NotOutPercentage,FiftyPlusScorePercentage,CareerLength,MatchesPerYear,CurrentPlayer
S Venkataraghavan,57,76,12,748,64,11.68,0,2,13,IND,1965,1983,0.0,0.1711,0.1579,0.0263,18,3.17,0
Nasim-ul-Ghani,29,50,5,747,101,16.6,1,2,8,PAK,1958,1973,0.3333,0.16,0.1,0.06,15,1.93,0
R Abel,13,22,2,744,132,37.2,2,2,1,ENG,1888,1902,0.5,0.0455,0.0909,0.1818,14,0.93,0
Haris Sohail,13,22,1,744,147,35.42,2,2,1,PAK,2017,2019,0.5,0.0455,0.0455,0.1818,2,6.5,1
Liton Das,18,31,1,744,94,24.8,0,4,1,BAN,2015,2019,0.0,0.0323,0.0323,0.129,4,4.5,1
SJ Harmison,63,86,23,743,49,11.79,0,0,21,ENG,2002,2009,0.0,0.2442,0.2674,0.0,7,9.0,0
GAR Lock,49,63,9,742,89,13.74,0,3,8,ENG,1952,1968,0.0,0.127,0.1429,0.0476,16,3.06,0
MJ Santner,22,29,0,741,126,25.55,1,2,2,NZ,2015,2019,0.3333,0.069,0.0,0.1034,4,5.5,1
PL Symcox,20,27,1,741,108,28.5,1,4,1,SA,1993,1998,0.2,0.037,0.037,0.1852,5,4.0,0
RS Modi,10,17,1,736,112,46.0,1,6,0,IND,1946,1952,0.1429,0.0,0.0588,0.4118,6,1.67,0
EAS Prasanna,49,84,20,735,37,11.48,0,0,15,IND,1962,1978,0.0,0.1786,0.2381,0.0,16,3.06,0
FR Brown,22,30,1,734,79,25.31,0,5,1,ENG,1931,1953,0.0,0.0333,0.0333,0.1667,22,1.0,0
RW Morgan,20,34,1,734,97,22.24,0,5,5,NZ,1965,1972,0.0,0.1471,0.0294,0.1471,7,2.86,0
JJ Lyons,14,27,0,731,134,27.07,1,3,1,AUS,1887,1897,0.25,0.037,0.0,0.1481,10,1.4,0
J Arun Lal,16,29,1,729,93,26.03,0,6,1,IND,1982,1989,0.0,0.0345,0.0345,0.2069,7,2.29,0
MD Bell,18,32,2,729,107,24.3,2,3,7,NZ,1998,2008,0.4,0.2188,0.0625,0.1562,10,1.8,0
DJ Nash,32,45,14,729,89,23.51,0,4,5,NZ,1992,2001,0.0,0.1111,0.3111,0.0889,9,3.56,0
W Barnes,21,33,2,725,134,23.38,1,5,3,ENG,1880,1890,0.1667,0.0909,0.0606,0.1818,10,2.1,0
N Deonarine,18,30,2,725,82,25.89,0,5,3,WI,2005,2013,0.0,0.1,0.0667,0.1667,8,2.25,0
DJ Malan,15,26,0,724,140,27.84,1,6,1,ENG,2017,2018,0.1429,0.0385,0.0,0.2692,1,15.0,0
CB van Ryneveld,19,33,6,724,83,26.81,0,3,2,SA,1951,1958,0.0,0.0606,0.1818,0.0909,7,2.71,0
CS Dempster,10,15,4,723,136,65.72,2,5,0,NZ,1930,1933,0.2857,0.0,0.2667,0.4667,3,3.33,0
WW Read,18,27,1,720,117,27.69,1,5,0,ENG,1882,1893,0.1667,0.0,0.037,0.2222,11,1.64,0
NV Knight,17,30,0,719,113,23.96,1,4,1,ENG,1995,2001,0.2,0.0333,0.0,0.1667,6,2.83,0
Asim Kamal,12,20,1,717,99,37.73,0,8,2,PAK,2003,2005,0.0,0.1,0.05,0.4,2,6.0,0
AV Bedser,51,71,15,714,79,12.75,0,1,11,ENG,1946,1955,0.0,0.1549,0.2113,0.0141,9,5.67,0
RG Archer,19,30,1,713,128,24.58,1,2,4,AUS,1953,1956,0.3333,0.1333,0.0333,0.1,3,6.33,0
DG Brownlie,14,25,1,711,109,29.62,1,4,3,NZ,2011,2013,0.2,0.12,0.04,0.2,2,7.0,0
JDS Neesham,12,22,1,709,137,33.76,2,4,2,NZ,2014,2017,0.3333,0.0909,0.0455,0.2727,3,4.0,0
D Bishoo,36,61,15,707,45,15.36,0,0,10,WI,2011,2018,0.0,0.1639,0.2459,0.0,7,5.14,0
VY Richardson,19,30,0,706,138,23.53,1,1,5,AUS,1924,1936,0.5,0.1667,0.0,0.0667,12,1.58,0
I Sharma,96,127,43,703,57,8.36,0,1,31,IND,2007,2019,0.0,0.2441,0.3386,0.0079,12,8.0,1
W Bruce,14,26,2,702,80,29.25,0,5,1,AUS,1885,1895,0.0,0.0385,0.0769,0.1923,10,1.4,0
ARS Silva,12,23,3,702,109,35.1,1,5,2,SL,2017,2019,0.1667,0.087,0.1304,0.2609,2,6.0,1
Yasir Shah,38,57,6,702,113,13.76,1,0,9,PAK,2014,2019,1.0,0.1579,0.1053,0.0175,5,7.6,1
EJG Morgan,16,24,1,700,130,30.43,2,3,4,ENG,2010,2012,0.4,0.1667,0.0417,0.2083,2,8.0,0
M Ntini,101,116,45,699,32,9.84,0,0,21,SA,1998,2009,0.0,0.181,0.3879,0.0,11,9.18,0
EL Dalton,15,24,2,698,117,31.72,2,3,1,SA,1929,1939,0.4,0.0417,0.0833,0.2083,10,1.5,0
WM Darling,14,27,1,697,91,26.8,0,6,1,AUS,1978,1979,0.0,0.037,0.037,0.2222,1,14.0,0
DR Pringle,30,50,4,695,63,15.1,0,1,6,ENG,1982,1992,0.0,0.12,0.08,0.02,10,3.0,0
IC Davis,15,27,1,692,105,26.61,1,4,3,AUS,1973,1977,0.2,0.1111,0.037,0.1852,4,3.75,0
Hanumant Singh,14,24,2,686,105,31.18,1,5,3,IND,1964,1969,0.1667,0.125,0.0833,0.25,5,2.8,0
Al Sahariar,15,30,0,683,71,22.76,0,4,2,BAN,2000,2003,0.0,0.0667,0.0,0.1333,3,5.0,0
CJ Anderson,13,22,1,683,116,32.52,1,4,3,NZ,2013,2016,0.2,0.1364,0.0455,0.2273,3,4.33,0
FL Fane,14,27,1,682,143,26.23,1,3,3,ENG,1906,1910,0.25,0.1111,0.037,0.1481,4,3.5,0
VA Holder,40,59,11,682,42,14.2,0,0,7,WI,1969,1979,0.0,0.1186,0.1864,0.0,10,4.0,0
A Bacher,12,22,1,679,73,32.33,0,6,1,SA,1965,1970,0.0,0.0455,0.0455,0.2727,5,2.4,0
JR Thomson,51,73,20,679,49,12.81,0,0,14,AUS,1972,1985,0.0,0.1918,0.274,0.0,13,3.92,0
RW Chakabva,14,28,2,678,101,26.07,1,4,2,ZIM,2011,2018,0.2,0.0714,0.0714,0.1786,7,2.0,0
JC Laker,46,63,15,676,63,14.08,0,2,6,ENG,1948,1959,0.0,0.0952,0.2381,0.0317,11,4.18,0
JB Statham,70,87,28,675,38,11.44,0,0,13,ENG,1951,1965,0.0,0.1494,0.3218,0.0,14,5.0,0
DS Steele,8,16,0,673,106,42.06,1,5,1,ENG,1975,1976,0.1667,0.0625,0.0,0.375,1,8.0,0
J Garner,58,68,14,672,60,12.44,0,1,17,WI,1977,1987,0.0,0.25,0.2059,0.0147,10,5.8,0
H Verity,40,44,12,669,66,20.9,0,3,4,ENG,1931,1939,0.0,0.0909,0.2727,0.0682,8,5.0,0
BA Pocock,15,29,0,665,85,22.93,0,6,4,NZ,1993,1997,0.0,0.1379,0.0,0.2069,4,3.75,0
JJ Kelly,36,56,17,664,46,17.02,0,0,7,AUS,1896,1905,0.0,0.125,0.3036,0.0,9,4.0,0
DPB Morkel,16,28,1,663,88,24.55,0,4,3,SA,1927,1932,0.0,0.1071,0.0357,0.1429,5,3.2,0
Hannan Sarkar,17,33,0,662,76,20.06,0,5,5,BAN,2002,2004,0.0,0.1515,0.0,0.1515,2,8.5,0
AB Barath,15,28,0,657,104,23.46,1,4,2,WI,2009,2012,0.2,0.0714,0.0,0.1786,3,5.0,0
KD Boyce,21,30,3,657,95,24.33,0,4,4,WI,1971,1976,0.0,0.1333,0.1,0.1333,5,4.2,0
W Bates,15,26,2,656,64,27.33,0,5,0,ENG,1881,1887,0.0,0.0,0.0769,0.1923,6,2.5,0
BS Bedi,67,101,28,656,50,8.98,0,1,20,IND,1966,1979,0.0,0.198,0.2772,0.0099,13,5.15,0
JFM Morrison,17,29,0,656,117,22.62,1,3,4,NZ,1973,1982,0.25,0.1379,0.0,0.1379,9,1.89,0
Mushtaq Ahmed,52,72,16,656,59,11.71,0,2,14,PAK,1990,2003,0.0,0.1944,0.2222,0.0278,13,4.0,0
Mansoor Akhtar,19,29,3,655,111,25.19,1,3,4,PAK,1980,1990,0.25,0.1379,0.1034,0.1379,10,1.9,0
C Milburn,9,16,2,654,139,46.71,2,2,1,ENG,1966,1969,0.5,0.0625,0.125,0.25,3,3.0,0
JH Wardle,28,41,8,653,66,19.78,0,2,5,ENG,1948,1957,0.0,0.122,0.1951,0.0488,9,3.11,0
AA Donald,72,94,33,652,37,10.68,0,0,17,SA,1992,2002,0.0,0.1809,0.3511,0.0,10,7.2,0
HJH Marshall,13,19,2,652,160,38.35,2,2,1,NZ,2000,2006,0.5,0.0526,0.1053,0.2105,6,2.17,0
JL Denly,11,21,0,651,94,31.0,0,6,0,ENG,2019,2019,0.0,0.0,0.0,0.2857,1,11.0,1
A Mishra,22,32,2,648,84,21.6,0,4,4,IND,2008,2016,0.0,0.125,0.0625,0.125,8,2.75,0
KJ O'Keeffe,24,34,9,644,85,25.76,0,1,3,AUS,1971,1977,0.0,0.0882,0.2647,0.0294,6,4.0,0
GD McGrath,124,138,51,641,61,7.36,0,1,35,AUS,1993,2007,0.0,0.2536,0.3696,0.0072,14,8.86,0
GS Camacho,11,22,0,640,87,29.09,0,4,1,WI,1968,1971,0.0,0.0455,0.0,0.1818,3,3.67,0
PJ Cummins,29,43,6,639,63,17.27,0,2,7,AUS,2011,2019,0.0,0.1628,0.1395,0.0465,8,3.62,1
AFG Griffith,14,27,1,638,114,24.53,1,4,4,WI,1997,2000,0.2,0.1481,0.037,0.1852,3,4.67,0
Mehidy Hasan Miraz,22,42,6,638,68,17.72,0,2,2,BAN,2016,2019,0.0,0.0476,0.1429,0.0476,3,7.33,1
MT Renshaw,11,20,1,636,184,33.47,1,3,0,AUS,2016,2018,0.25,0.0,0.05,0.2,2,5.5,0
LN Constantine,18,33,0,635,90,19.24,0,4,4,WI,1928,1939,0.0,0.1212,0.0,0.1212,11,1.64,0
IR Bishop,43,63,11,632,48,12.15,0,0,10,WI,1989,1998,0.0,0.1587,0.1746,0.0,9,4.78,0
SC Cook,11,19,0,632,117,33.26,3,2,3,SA,2016,2017,0.6,0.1579,0.0,0.2632,1,11.0,0
HG Deane,17,27,2,628,93,25.12,0,3,1,SA,1924,1931,0.0,0.037,0.0741,0.1111,7,2.43,0
RG Twose,16,27,2,628,94,25.12,0,6,5,NZ,1995,1999,0.0,0.1852,0.0741,0.2222,4,4.0,0
PN Kirsten,12,22,2,626,104,31.3,1,4,2,SA,1992,1994,0.2,0.0909,0.0909,0.2273,2,6.0,0
TW Jarvis,13,22,1,625,182,29.76,1,2,6,NZ,1965,1973,0.3333,0.2727,0.0455,0.1364,8,1.62,0
M Kaif,13,22,3,624,148,32.84,1,3,1,IND,2000,2006,0.25,0.0455,0.1364,0.1818,6,2.17,0
PF Warner,15,28,2,622,132,23.92,1,3,4,ENG,1899,1912,0.25,0.1429,0.0714,0.1429,13,1.15,0
Fazal Mahmood,34,50,6,620,60,14.09,0,1,10,PAK,1952,1962,0.0,0.2,0.12,0.02,10,3.4,0
JAJ Christy,10,18,0,618,103,34.33,1,5,1,SA,1929,1932,0.1667,0.0556,0.0,0.3333,3,3.33,0
UDU Chandana,16,24,1,616,92,26.78,0,2,0,SL,1999,2005,0.0,0.0,0.0417,0.0833,6,2.67,0
TA Boult,65,80,38,615,52,14.64,0,1,13,NZ,2011,2019,0.0,0.1625,0.475,0.0125,8,8.12,1
TMK Mawoyo,11,22,1,615,163,29.28,1,3,2,ZIM,2011,2016,0.25,0.0909,0.0455,0.1818,5,2.2,0
RC Motz,32,56,3,612,60,11.54,0,3,12,NZ,1961,1969,0.0,0.2143,0.0536,0.0536,8,4.0,0
S Mushtaq Ali,11,20,1,612,112,32.21,2,3,1,IND,1934,1952,0.4,0.05,0.05,0.25,18,0.61,0
RWV Robins,19,27,4,612,108,26.6,1,4,4,ENG,1929,1937,0.2,0.1481,0.1481,0.1852,8,2.38,0
JC Watkins,15,27,1,612,92,23.53,0,3,2,SA,1949,1957,0.0,0.0741,0.037,0.1111,8,1.88,0
CS Baugh,21,36,2,610,68,17.94,0,3,1,WI,2003,2012,0.0,0.0278,0.0556,0.0833,9,2.33,0
SM Curran,14,25,4,610,78,29.04,0,3,3,ENG,2018,2019,0.0,0.12,0.16,0.12,1,14.0,1
PM Pollock,28,41,13,607,75,21.67,0,2,3,SA,1961,1970,0.0,0.0732,0.3171,0.0488,9,3.11,0
JT Ikin,18,31,2,606,60,20.89,0,3,4,ENG,1946,1955,0.0,0.129,0.0645,0.0968,9,2.0,0
RJ Harris,27,39,11,603,74,21.53,0,3,2,AUS,2010,2015,0.0,0.0513,0.2821,0.0769,5,5.4,0
RE Foster,8,14,1,602,287,46.3,1,1,1,ENG,1903,1907,0.5,0.0714,0.0714,0.1429,4,2.0,0
DA Murray,19,31,3,601,84,21.46,0,3,3,WI,1978,1982,0.0,0.0968,0.0968,0.0968,4,4.75,0
AG Steel,13,20,3,600,148,35.29,2,0,1,ENG,1880,1888,1.0,0.05,0.15,0.1,8,1.62,0
BAG Murray,13,26,1,598,90,23.92,0,5,1,NZ,1968,1971,0.0,0.0385,0.0385,0.1923,3,4.33,0
TJE Andrews,16,23,1,592,94,26.9,0,4,0,AUS,1921,1926,0.0,0.0,0.0435,0.1739,5,3.2,0
Adnan Akmal,21,29,5,591,64,24.62,0,3,2,PAK,2010,2014,0.0,0.069,0.1724,0.1034,4,5.25,0
RG Barlow,17,30,4,591,62,22.73,0,2,3,ENG,1881,1887,0.0,0.1,0.1333,0.0667,6,2.83,0
HR Lance,13,22,1,591,70,28.14,0,5,1,SA,1962,1970,0.0,0.0455,0.0455,0.2273,8,1.62,0
V Sibanda,14,28,0,591,93,21.1,0,2,3,ZIM,2003,2014,0.0,0.1071,0.0,0.0714,11,1.27,0
MD Craig,15,25,9,589,67,36.81,0,3,1,NZ,2014,2016,0.0,0.04,0.36,0.12,2,7.5,0
K Rabada,41,60,10,586,34,11.72,0,0,11,SA,2015,2019,0.0,0.1833,0.1667,0.0,4,10.25,1
MHN Walker,34,43,13,586,78,19.53,0,1,5,AUS,1972,1977,0.0,0.1163,0.3023,0.0233,5,6.8,0
Alok Kapali,17,34,1,584,85,17.69,0,2,6,BAN,2002,2006,0.0,0.1765,0.0294,0.0588,4,4.25,0
Aftab Ahmed,16,31,3,582,82,20.78,0,1,4,BAN,2004,2010,0.0,0.129,0.0968,0.0323,6,2.67,0
MP Donnelly,7,12,1,582,206,52.9,1,4,2,NZ,1937,1949,0.2,0.1667,0.0833,0.4167,12,0.58,0
PA Gibb,8,13,0,581,120,44.69,2,3,1,ENG,1938,1946,0.4,0.0769,0.0,0.3846,8,1.0,0
MLC Foster,14,24,5,580,125,30.52,1,1,0,WI,1969,1978,0.5,0.0,0.2083,0.0833,9,1.56,0
Umar Gul,47,67,9,577,65,9.94,0,1,15,PAK,2003,2013,0.0,0.2239,0.1343,0.0149,10,4.7,0
MN Waller,14,28,1,577,72,21.37,0,4,4,ZIM,2011,2017,0.0,0.1429,0.0357,0.1429,6,2.33,0
A Jadeja,15,24,2,576,96,26.18,0,4,1,IND,1992,2000,0.0,0.0417,0.0833,0.1667,8,1.88,0
RS Bopara,13,19,1,575,143,31.94,3,0,5,ENG,2007,2012,1.0,0.2632,0.0526,0.1579,5,2.6,0
TT Bresnan,23,26,4,575,91,26.13,0,3,3,ENG,2009,2013,0.0,0.1154,0.1538,0.1154,4,5.75,0
AD Hales,11,21,0,573,94,27.28,0,5,0,ENG,2015,2016,0.0,0.0,0.0,0.2381,1,11.0,0
CE McLeod,17,29,5,573,112,23.87,1,4,5,AUS,1894,1905,0.2,0.1724,0.1724,0.1724,11,1.55,0
RS Morton,15,27,1,573,70,22.03,0,4,1,WI,2005,2008,0.0,0.037,0.037,0.1481,3,5.0,0
AB Agarkar,26,39,5,571,109,16.79,1,0,9,IND,1998,2006,1.0,0.2308,0.1282,0.0256,8,3.25,0
SB Doull,32,50,11,570,46,14.61,0,0,10,NZ,1992,2000,0.0,0.2,0.22,0.0,8,4.0,0
E Chigumbura,14,27,0,569,88,21.07,0,4,6,ZIM,2004,2014,0.0,0.2222,0.0,0.1481,10,1.4,0
GL Jessop,18,26,0,569,104,21.88,1,3,3,ENG,1899,1912,0.25,0.1154,0.0,0.1538,13,1.38,0
DAJ Bracewell,27,45,4,568,47,13.85,0,0,11,NZ,2011,2016,0.0,0.2444,0.0889,0.0,5,5.4,0
KA Maharaj,28,44,6,566,72,14.89,0,1,7,SA,2016,2019,0.0,0.1591,0.1364,0.0227,3,9.33,1
Aamer Malik,14,19,3,565,117,35.31,2,3,3,PAK,1987,1994,0.4,0.1579,0.1579,0.2632,7,2.0,0
EDAS McMorris,13,21,0,564,125,26.85,1,3,1,WI,1958,1966,0.25,0.0476,0.0,0.1905,8,1.62,0
GO Rabone,12,20,2,562,107,31.22,1,2,0,NZ,1949,1955,0.3333,0.0,0.1,0.15,6,2.0,0
CV Grimmett,37,50,10,557,50,13.92,0,1,7,AUS,1925,1936,0.0,0.14,0.2,0.02,11,3.36,0
MF Maharoof,22,34,4,556,72,18.53,0,3,1,SL,2004,2011,0.0,0.0294,0.1176,0.0882,7,3.14,0
GP Wickramasinghe,40,64,5,555,51,9.4,0,1,17,SL,1991,2001,0.0,0.2656,0.0781,0.0156,10,4.0,0
SJE Loxton,12,15,0,554,101,36.93,1,3,1,AUS,1948,1951,0.25,0.0667,0.0,0.2667,3,4.0,0
N Wagner,46,60,16,554,47,12.59,0,0,11,NZ,2012,2019,0.0,0.1833,0.2667,0.0,7,6.57,1
SC Williams,10,20,0,553,119,27.65,1,2,0,ZIM,2013,2018,0.3333,0.0,0.0,0.15,5,2.0,0
AG Chipperfield,14,20,3,552,109,32.47,1,2,1,AUS,1934,1938,0.3333,0.05,0.15,0.15,4,3.5,0
B Kumar,21,29,4,552,63,22.08,0,3,4,IND,2013,2018,0.0,0.1379,0.1379,0.1034,5,4.2,0
D Lloyd,9,15,2,552,214,42.46,1,0,0,ENG,1974,1975,1.0,0.0,0.1333,0.0667,1,9.0,0
S Amarnath,10,18,0,550,124,30.55,1,3,1,IND,1976,1978,0.25,0.0556,0.0,0.2222,2,5.0,0
M Dillon,38,68,3,549,43,8.44,0,0,26,WI,1997,2004,0.0,0.3824,0.0441,0.0,7,5.43,0
Iqbal Qasim,50,57,15,549,56,13.07,0,1,10,PAK,1976,1988,0.0,0.1754,0.2632,0.0175,12,4.17,0
JM Vince,13,22,0,548,83,24.9,0,3,2,ENG,2016,2018,0.0,0.0909,0.0,0.1364,2,6.5,0
CB Llewellyn,15,28,1,544,90,20.14,0,4,6,SA,1896,1912,0.0,0.2143,0.0357,0.1429,16,0.94,0
Shoaib Akhtar,46,67,13,544,47,10.07,0,0,11,PAK,1997,2007,0.0,0.1642,0.194,0.0,10,4.6,0
WA Hadlee,11,19,1,543,116,30.16,1,2,1,NZ,1937,1951,0.3333,0.0526,0.0526,0.1579,14,0.79,0
ML Apte,7,13,2,542,163,49.27,1,3,1,IND,1952,1953,0.25,0.0769,0.1538,0.3077,1,7.0,0
AG Cremer,19,38,5,540,102,16.36,1,0,7,ZIM,2005,2017,1.0,0.1842,0.1316,0.0263,12,1.58,0
AU Rashid,19,33,5,540,61,19.28,0,2,3,ENG,2015,2019,0.0,0.0909,0.1515,0.0606,4,4.75,1
LPC Silva,11,17,1,537,152,33.56,1,2,3,SL,2006,2008,0.3333,0.1765,0.0588,0.1765,2,5.5,0
RA Harper,25,32,3,535,74,18.44,0,3,5,WI,1983,1993,0.0,0.1562,0.0938,0.0938,10,2.5,0
RO Collinge,35,50,13,533,68,14.4,0,2,9,NZ,1965,1978,0.0,0.18,0.26,0.04,13,2.69,0
PJ Moor,8,16,1,533,83,35.53,0,5,1,ZIM,2016,2018,0.0,0.0625,0.0625,0.3125,2,4.0,0
PL van der Merwe,15,23,2,533,76,25.38,0,3,3,SA,1963,1967,0.0,0.1304,0.087,0.1304,4,3.75,0
NC Johnson,13,23,1,532,107,24.18,1,4,3,ZIM,1998,2000,0.2,0.1304,0.0435,0.2174,2,6.5,0
HH Pandya,11,18,1,532,108,31.29,1,4,2,IND,2017,2018,0.2,0.1111,0.0556,0.2778,1,11.0,0
S Ranatunga,9,17,1,531,118,33.18,2,2,1,SL,1994,1997,0.5,0.0588,0.0588,0.2353,3,3.0,0
Aminul Islam,13,26,1,530,145,21.2,1,2,3,BAN,2000,2002,0.3333,0.1154,0.0385,0.1154,2,6.5,0
CC Griffith,28,42,10,530,54,16.56,0,1,5,WI,1960,1969,0.0,0.119,0.2381,0.0238,9,3.11,0
DR Hadlee,26,42,5,530,56,14.32,0,1,9,NZ,1969,1978,0.0,0.2143,0.119,0.0238,9,2.89,0
LJ Tancred,14,26,1,530,97,21.2,0,2,5,SA,1902,1913,0.0,0.1923,0.0385,0.0769,11,1.27,0
MD Stoneman,11,20,1,526,60,27.68,0,5,1,ENG,2017,2018,0.0,0.05,0.05,0.25,1,11.0,0
CL Vincent,25,38,12,526,60,20.23,0,2,4,SA,1927,1935,0.0,0.1053,0.3158,0.0526,8,3.12,0
CS Serjeant,12,23,1,522,124,23.72,1,2,4,AUS,1977,1978,0.3333,0.1739,0.0435,0.1304,1,12.0,0
GR Dilley,41,58,19,521,56,13.35,0,2,10,ENG,1979,1989,0.0,0.1724,0.3276,0.0345,10,4.1,0
Shahadat Hossain,38,69,17,521,40,10.01,0,0,10,BAN,2005,2015,0.0,0.1449,0.2464,0.0,10,3.8,0
Nafees Iqbal,11,22,0,518,121,23.54,1,2,2,BAN,2004,2006,0.3333,0.0909,0.0,0.1364,2,5.5,0
GJ Bonnor,17,30,0,512,128,17.06,1,2,5,AUS,1880,1888,0.3333,0.1667,0.0,0.1,8,2.12,0
WW Wade,11,19,1,511,125,28.38,1,3,3,SA,1938,1950,0.25,0.1579,0.0526,0.2105,12,0.92,0
WH Scotton,15,25,2,510,90,22.17,0,3,2,ENG,1881,1887,0.0,0.08,0.08,0.12,6,2.5,0
AJY Hopkins,20,33,2,509,43,16.41,0,0,4,AUS,1902,1909,0.0,0.1212,0.0606,0.0,7,2.86,0
BA Richards,4,7,0,508,140,72.57,2,2,0,SA,1970,1970,0.5,0.0,0.0,0.5714,1,4.0,0
Maqsood Ahmed,16,27,1,507,99,19.5,0,2,2,PAK,1952,1955,0.0,0.0741,0.037,0.0741,3,5.33,0
JT Murray,21,28,5,506,112,22.0,1,2,3,ENG,1961,1967,0.3333,0.1071,0.1786,0.1071,6,3.5,0
RO Hinds,15,25,1,505,84,21.04,0,2,1,WI,2002,2009,0.0,0.04,0.04,0.08,7,2.14,0
BJ Hodge,6,11,2,503,203,55.88,1,2,0,AUS,2005,2008,0.3333,0.0,0.1818,0.2727,3,2.0,0
BK Shepherd,9,14,2,502,96,41.83,0,5,1,AUS,1963,1965,0.0,0.0714,0.1429,0.3571,2,4.5,0
Taslim Arif,6,10,2,501,210,62.62,1,2,1,PAK,1980,1980,0.3333,0.1,0.2,0.3,1,6.0,0
ME Chapple,14,27,1,497,76,19.11,0,3,2,NZ,1953,1966,0.0,0.0741,0.037,0.1111,13,1.08,0
JB Bolus,7,12,0,496,88,41.33,0,4,0,ENG,1963,1964,0.0,0.0,0.0,0.3333,1,7.0,0
W Larkins,13,25,1,493,64,20.54,0,3,6,ENG,1980,1991,0.0,0.24,0.04,0.12,11,1.18,0
ML Page,14,20,0,492,104,24.6,1,2,1,NZ,1930,1937,0.3333,0.05,0.0,0.15,7,2.0,0
LR Gibbs,79,109,39,488,25,6.97,0,0,15,WI,1958,1976,0.0,0.1376,0.3578,0.0,18,4.39,0
Mohammad Sami,36,56,14,487,49,11.59,0,0,8,PAK,2001,2012,0.0,0.1429,0.25,0.0,11,3.27,0
A Ward,7,13,0,487,117,37.46,1,3,1,ENG,1893,1895,0.25,0.0769,0.0,0.3077,2,3.5,0
SJ Benn,26,39,5,486,42,14.29,0,0,7,WI,2008,2015,0.0,0.1795,0.1282,0.0,7,3.71,0
FR Martin,9,18,1,486,123,28.58,1,0,1,WI,1928,1931,1.0,0.0556,0.0556,0.0556,3,3.0,0
Imam-ul-Haq,11,21,2,485,76,25.52,0,3,3,PAK,2018,2019,0.0,0.1429,0.0952,0.1429,1,11.0,1
H Larwood,21,28,3,485,98,19.4,0,2,4,ENG,1926,1933,0.0,0.1429,0.1071,0.0714,7,3.0,0
CE Pellew,10,14,1,484,116,37.23,2,1,0,AUS,1920,1921,0.6667,0.0,0.0714,0.2143,1,10.0,0
GJ Gilmour,15,22,1,483,101,23.0,1,3,3,AUS,1973,1977,0.25,0.1364,0.0455,0.1818,4,3.75,0
PR Sleep,14,21,1,483,90,24.15,0,3,4,AUS,1979,1990,0.0,0.1905,0.0476,0.1429,11,1.27,0
CT Radley,8,10,0,481,158,48.1,2,2,1,ENG,1978,1978,0.5,0.1,0.0,0.4,1,8.0,0
Sabbir Rahman,11,22,2,481,66,24.05,0,4,5,BAN,2016,2018,0.0,0.2273,0.0909,0.1818,2,5.5,0
RH Spooner,10,15,0,481,119,32.06,1,4,2,ENG,1905,1912,0.2,0.1333,0.0,0.3333,7,1.43,0
BW Yuile,17,33,6,481,64,17.81,0,1,3,NZ,1963,1969,0.0,0.0909,0.1818,0.0303,6,2.83,0
JED Sealy,11,19,2,478,92,28.11,0,3,2,WI,1930,1939,0.0,0.1053,0.1053,0.1579,9,1.22,0
J Worrall,11,22,3,478,76,25.15,0,5,2,AUS,1885,1899,0.0,0.0909,0.1364,0.2273,14,0.79,0
KTGD Prasad,25,39,2,476,47,12.86,0,0,8,SL,2008,2015,0.0,0.2051,0.0513,0.0,7,3.57,0
LS Darling,12,18,1,474,85,27.88,0,3,2,AUS,1933,1937,0.0,0.1111,0.0556,0.1667,4,3.0,0
A Jackson,8,11,1,474,164,47.4,1,2,1,AUS,1929,1931,0.3333,0.0909,0.0909,0.2727,2,4.0,0
MJ Hoggard,67,92,27,473,38,7.27,0,0,19,ENG,2000,2008,0.0,0.2065,0.2935,0.0,8,8.38,0
TP Horan,15,27,2,471,124,18.84,1,1,3,AUS,1877,1885,0.5,0.1111,0.0741,0.0741,8,1.88,0
SB Bangar,12,18,2,470,100,29.37,1,3,2,IND,2001,2002,0.25,0.1111,0.1111,0.2222,1,12.0,0
WKM Benjamin,21,26,1,470,85,18.8,0,2,4,WI,1987,1995,0.0,0.1538,0.0385,0.0769,8,2.62,0
JT Brown,8,16,3,470,140,36.15,1,1,2,ENG,1894,1899,0.5,0.125,0.1875,0.125,5,1.6,0
JN Crawford,12,23,2,469,74,22.33,0,2,1,ENG,1906,1908,0.0,0.0435,0.087,0.087,2,6.0,0
AB Williams,7,12,0,469,111,39.08,2,1,1,WI,1978,1979,0.6667,0.0833,0.0,0.25,1,7.0,0
PM Nevill,17,23,2,468,66,22.28,0,3,1,AUS,2015,2016,0.0,0.0435,0.087,0.1304,1,17.0,0
GH Vihari,7,12,1,466,111,42.36,1,3,1,IND,2018,2019,0.25,0.0833,0.0833,0.3333,1,7.0,1
BC Strang,26,45,9,465,53,12.91,0,1,8,ZIM,1995,2001,0.0,0.1778,0.2,0.0222,6,4.33,0
RJ Peterson,15,20,3,464,84,27.29,0,3,2,SA,2003,2014,0.0,0.1,0.15,0.15,11,1.36,0
JM Read,17,29,2,461,57,17.07,0,2,3,ENG,1882,1893,0.0,0.1034,0.069,0.069,11,1.55,0
PL Harris,37,48,5,460,46,10.69,0,0,9,SA,2007,2011,0.0,0.1875,0.1042,0.0,4,9.25,0
