PlayerName,Matches,Innings,NotOut,Runs,HighestScore,Average,Centuries,HalfCenturies,Ducks,Country,FirstMatch,LastMatch,CenturyConversion,DuckPercentage,NotOutPercentage,FiftyPlusScorePercentage,CareerLength,MatchesPerYear,CurrentPlayer
ST Clarke,11,16,5,172,35,15.63,0,0,2,WI,1978,1982,0.0,0.125,0.3125,0.0,4,2.75,0
MF Kent,3,6,0,171,54,28.5,0,2,0,AUS,1981,1981,0.0,0.0,0.0,0.3333,1,3.0,0
CS Pandit,5,8,1,171,39,24.42,0,0,0,IND,1986,1992,0.0,0.0,0.125,0.0,6,0.83,0
OC Scott,8,13,3,171,35,17.1,0,0,1,WI,1928,1931,0.0,0.0769,0.2308,0.0,3,2.67,0
GM Carew,4,7,1,170,107,28.33,1,0,1,WI,1935,1949,1.0,0.1429,0.1429,0.1429,14,0.29,0
C Gladwin,8,11,5,170,51,28.33,0,1,0,ENG,1947,1949,0.0,0.0,0.4545,0.0909,2,4.0,0
MJ Hartigan,2,4,0,170,116,42.5,1,0,0,AUS,1908,1908,1.0,0.0,0.0,0.25,1,2.0,0
J Iddon,5,7,1,170,73,28.33,0,2,3,ENG,1935,1935,0.0,0.4286,0.1429,0.2857,1,5.0,0
C Ramaswami,2,4,1,170,60,56.66,0,1,0,IND,1936,1936,0.0,0.0,0.25,0.25,1,2.0,0
Tanvir Ahmed,5,7,2,170,57,34.0,0,1,0,PAK,2010,2013,0.0,0.0,0.2857,0.1429,3,1.67,0
KC Ibrahim,4,8,0,169,85,21.12,0,1,1,IND,1948,1949,0.0,0.125,0.0,0.125,1,4.0,0
RA Young,5,10,3,169,57,24.14,0,1,1,NZ,2011,2011,0.0,0.1,0.3,0.1,1,5.0,0
SE Bond,18,20,7,168,41,12.92,0,0,1,NZ,2001,2009,0.0,0.05,0.35,0.0,8,2.25,0
SH Curnow,7,14,0,168,47,12.0,0,0,0,SA,1930,1932,0.0,0.0,0.0,0.0,2,3.5,0
FGJ Ford,5,9,0,168,48,18.66,0,0,1,ENG,1894,1895,0.0,0.1111,0.0,0.0,1,5.0,0
WVS Ling,6,10,0,168,38,16.8,0,0,3,SA,1921,1923,0.0,0.3,0.0,0.0,2,3.0,0
Anil Dalpat,9,12,1,167,52,15.18,0,1,0,PAK,1984,1985,0.0,0.0,0.0833,0.0833,1,9.0,0
BS Chandrasekhar,58,80,39,167,22,4.07,0,0,23,IND,1964,1979,0.0,0.2875,0.4875,0.0,15,3.87,0
M Watkinson,4,6,1,167,82,33.4,0,1,1,ENG,1995,1996,0.0,0.1667,0.1667,0.1667,1,4.0,0
SW Ambris,6,12,1,166,43,15.09,0,0,2,WI,2017,2018,0.0,0.1667,0.0833,0.0,1,6.0,0
JP Fellows-Smith,4,8,2,166,35,27.66,0,0,0,SA,1960,1960,0.0,0.0,0.25,0.0,1,4.0,0
EAC Hunte,3,6,1,166,58,33.2,0,2,0,WI,1930,1930,0.0,0.0,0.1667,0.3333,1,3.0,0
KR Pushpakumara,23,31,12,166,44,8.73,0,0,5,SL,1994,2001,0.0,0.1613,0.3871,0.0,7,3.29,0
RJ Westcott,5,9,0,166,62,18.44,0,1,2,SA,1954,1958,0.0,0.2222,0.0,0.1111,4,1.25,0
Abul Hasan,3,5,3,165,113,82.5,1,0,0,BAN,2012,2013,1.0,0.0,0.6,0.2,1,3.0,0
PK Sen,14,18,4,165,25,11.78,0,0,1,IND,1948,1952,0.0,0.0556,0.2222,0.0,4,3.5,0
ML Su'a,13,18,5,165,44,12.69,0,0,5,NZ,1992,1995,0.0,0.2778,0.2778,0.0,3,4.33,0
MC Henriques,4,8,1,164,81,23.42,0,2,2,AUS,2013,2016,0.0,0.25,0.125,0.25,3,1.33,0
Mosaddek Hossain,3,6,2,164,75,41.0,0,1,0,BAN,2017,2019,0.0,0.0,0.3333,0.1667,2,1.5,1
OJ Pope,4,6,0,164,75,27.33,0,1,0,ENG,2018,2019,0.0,0.0,0.0,0.1667,1,4.0,1
PH Punjabi,5,10,0,164,33,16.4,0,0,0,IND,1955,1955,0.0,0.0,0.0,0.0,1,5.0,0
A Ratra,6,10,1,163,115,18.11,1,0,1,IND,2002,2002,1.0,0.1,0.1,0.1,1,6.0,0
RE Redmond,1,2,0,163,107,81.5,1,1,0,NZ,1973,1973,0.5,0.0,0.0,1.0,1,1.0,0
HD Ackerman,4,8,0,161,57,20.12,0,1,0,SA,1998,1998,0.0,0.0,0.0,0.125,1,4.0,0
CJ Poole,3,5,1,161,69,40.25,0,2,0,ENG,1951,1952,0.0,0.0,0.2,0.4,1,3.0,0
WJ Whitty,14,19,7,161,39,13.41,0,0,3,AUS,1909,1912,0.0,0.1579,0.3684,0.0,3,4.67,0
EG Arnold,10,15,3,160,40,13.33,0,0,5,ENG,1903,1907,0.0,0.3333,0.2,0.0,4,2.5,0
CL Badcock,7,12,1,160,118,14.54,1,0,4,AUS,1936,1938,1.0,0.3333,0.0833,0.0833,2,3.5,0
CI Dunusinghe,5,10,0,160,91,16.0,0,1,3,SL,1995,1995,0.0,0.3,0.0,0.1,1,5.0,0
T Emmett,7,13,1,160,48,13.33,0,0,1,ENG,1877,1882,0.0,0.0769,0.0769,0.0,5,1.4,0
CH Parkin,10,16,3,160,36,12.3,0,0,1,ENG,1920,1924,0.0,0.0625,0.1875,0.0,4,2.5,0
OJ Phillips,2,4,0,160,94,40.0,0,1,0,WI,2009,2009,0.0,0.0,0.0,0.25,1,2.0,0
CT Studd,5,9,1,160,48,20.0,0,0,2,ENG,1882,1883,0.0,0.2222,0.1111,0.0,1,5.0,0
PD Lashley,4,7,0,159,49,22.71,0,0,1,WI,1960,1966,0.0,0.1429,0.0,0.0,6,0.67,0
DD Taylor,3,5,0,159,77,31.8,0,1,0,NZ,1947,1956,0.0,0.0,0.0,0.2,9,0.33,0
CEH Croft,27,37,22,158,33,10.53,0,0,6,WI,1977,1982,0.0,0.1622,0.5946,0.0,5,5.4,0
WP Howell,18,27,6,158,35,7.52,0,0,8,AUS,1898,1904,0.0,0.2963,0.2222,0.0,6,3.0,0
GF Labrooy,9,14,3,158,70,14.36,0,1,3,SL,1986,1991,0.0,0.2143,0.2143,0.0714,5,1.8,0
DR O'Sullivan,11,21,4,158,23,9.29,0,0,2,NZ,1973,1976,0.0,0.0952,0.1905,0.0,3,3.67,0
SC Griffith,3,5,0,157,140,31.4,1,0,1,ENG,1948,1949,1.0,0.2,0.0,0.2,1,3.0,0
AP Lucas,5,9,1,157,55,19.62,0,1,0,ENG,1879,1884,0.0,0.0,0.1111,0.1111,5,1.0,0
DAR Moloney,3,6,0,156,64,26.0,0,1,1,NZ,1937,1937,0.0,0.1667,0.0,0.1667,1,3.0,0
Naushad Ali,6,11,0,156,39,14.18,0,0,0,PAK,1965,1965,0.0,0.0,0.0,0.0,1,6.0,0
Z de Bruyn,3,5,1,155,83,38.75,0,1,0,SA,2004,2004,0.0,0.0,0.2,0.2,1,3.0,0
Hasan Ali,9,15,5,155,29,15.5,0,0,3,PAK,2017,2019,0.0,0.2,0.3333,0.0,2,4.5,1
Rashid Khan,4,6,3,155,59,51.66,0,1,1,PAK,1982,1985,0.0,0.1667,0.5,0.1667,3,1.33,0
AP Freeman,12,16,5,154,50,14.0,0,1,2,ENG,1924,1929,0.0,0.125,0.3125,0.0625,5,2.4,0
I Meckiff,18,20,7,154,45,11.84,0,0,2,AUS,1957,1963,0.0,0.1,0.35,0.0,6,3.0,0
Akram Raza,9,12,2,153,32,15.3,0,0,3,PAK,1989,1995,0.0,0.25,0.1667,0.0,6,1.5,0
HF Boyle,12,16,4,153,36,12.75,0,0,2,AUS,1879,1884,0.0,0.125,0.25,0.0,5,2.4,0
OC da Costa,5,9,1,153,39,19.12,0,0,1,WI,1930,1935,0.0,0.1111,0.1111,0.0,5,1.0,0
R Dumbrill,5,10,0,153,36,15.3,0,0,0,SA,1965,1967,0.0,0.0,0.0,0.0,2,2.5,0
RG Gregory,2,3,0,153,80,51.0,0,2,0,AUS,1937,1937,0.0,0.0,0.0,0.6667,1,2.0,0
TJ Matthews,8,10,1,153,53,17.0,0,1,1,AUS,1912,1912,0.0,0.1,0.1,0.1,1,8.0,0
J O'Connor,4,7,0,153,51,21.85,0,1,1,ENG,1929,1930,0.0,0.1429,0.0,0.1429,1,4.0,0
PCR Tufnell,42,59,29,153,22,5.1,0,0,15,ENG,1990,2001,0.0,0.2542,0.4915,0.0,11,3.82,0
RG de Alwis,11,19,0,152,28,8.0,0,0,5,SL,1983,1988,0.0,0.2632,0.0,0.0,5,2.2,0
AJ Pycroft,3,5,0,152,60,30.4,0,1,0,ZIM,1992,1992,0.0,0.0,0.0,0.2,1,3.0,0
EFS Tylecote,6,9,1,152,66,19.0,0,1,4,ENG,1882,1886,0.0,0.4444,0.1111,0.1111,4,1.5,0
FJ Cameron,5,7,1,151,75,25.16,0,1,1,WI,1948,1949,0.0,0.1429,0.1429,0.1429,1,5.0,0
RK Oxenham,7,10,0,151,48,15.1,0,0,2,AUS,1928,1931,0.0,0.2,0.0,0.0,3,2.33,0
SR Patel,6,9,0,151,42,16.77,0,0,2,ENG,2012,2015,0.0,0.2222,0.0,0.0,3,2.0,0
WR Playle,8,15,0,151,65,10.06,0,1,3,NZ,1958,1963,0.0,0.2,0.0,0.0667,5,1.6,0
W Attewell,10,15,6,150,43,16.66,0,0,4,ENG,1884,1892,0.0,0.2667,0.4,0.0,8,1.25,0
AE Fagg,5,8,0,150,39,18.75,0,0,0,ENG,1936,1939,0.0,0.0,0.0,0.0,3,1.67,0
JD Nel,6,11,0,150,38,13.63,0,0,1,SA,1949,1957,0.0,0.0909,0.0,0.0,8,0.75,0
GJ Batty,9,12,2,149,38,14.9,0,0,2,ENG,2003,2016,0.0,0.1667,0.1667,0.0,13,0.69,0
P Kumar,6,10,0,149,40,14.9,0,0,2,IND,2011,2011,0.0,0.2,0.0,0.0,1,6.0,0
J Birkenshaw,5,7,0,148,64,21.14,0,1,1,ENG,1973,1974,0.0,0.1429,0.0,0.1429,1,5.0,0
Ibrahim Zadran,2,4,0,148,87,37.0,0,1,0,AFG,2019,2019,0.0,0.0,0.0,0.25,1,2.0,1
Shadab Kabir,5,7,0,148,55,21.14,0,1,0,PAK,1996,2002,0.0,0.0,0.0,0.1429,6,0.83,0
BJT Bosanquet,7,14,3,147,27,13.36,0,0,0,ENG,1903,1905,0.0,0.0,0.2143,0.0,2,3.5,0
SC Joseph,5,10,0,147,45,14.7,0,0,1,WI,2004,2007,0.0,0.1,0.0,0.0,3,1.67,0
S Randiv,12,17,1,147,39,9.18,0,0,3,SL,2010,2012,0.0,0.1765,0.0588,0.0,2,6.0,0
NB Mahwire,10,17,6,147,50,13.36,0,1,2,ZIM,2002,2005,0.0,0.1176,0.3529,0.0588,3,3.33,0
CS Nayudu,11,19,3,147,36,9.18,0,0,3,IND,1934,1952,0.0,0.1579,0.1579,0.0,18,0.61,0
NAT Adcock,26,39,12,146,24,5.4,0,0,9,SA,1953,1962,0.0,0.2308,0.3077,0.0,9,2.89,0
A Balbirnie,3,6,0,146,82,24.33,0,2,2,IRE,2018,2019,0.0,0.3333,0.0,0.3333,1,3.0,1
RW McLeod,6,11,0,146,31,13.27,0,0,0,AUS,1892,1893,0.0,0.0,0.0,0.0,1,6.0,0
Sikander Bakht,26,35,12,146,22,6.34,0,0,4,PAK,1976,1983,0.0,0.1143,0.3429,0.0,7,3.71,0
CL White,4,7,2,146,46,29.2,0,0,0,AUS,2008,2008,0.0,0.0,0.2857,0.0,1,4.0,0
Zubayr Hamza,3,6,0,146,62,24.33,0,1,2,SA,2019,2019,0.0,0.3333,0.0,0.1667,1,3.0,1
Lord Harris,4,6,1,145,52,29.0,0,1,0,ENG,1879,1884,0.0,0.0,0.1667,0.1667,5,0.8,0
R Howorth,5,10,2,145,45,18.12,0,0,0,ENG,1947,1948,0.0,0.0,0.2,0.0,1,5.0,0
EH Mattis,4,5,0,145,71,29.0,0,1,1,WI,1981,1981,0.0,0.2,0.0,0.2,1,4.0,0
BP Patterson,28,38,16,145,21,6.59,0,0,8,WI,1986,1992,0.0,0.2105,0.4211,0.0,6,4.67,0
Mohammad Nazir,14,18,10,144,29,18.0,0,0,3,PAK,1969,1983,0.0,0.1667,0.5556,0.0,14,1.0,0
KR Patterson,2,2,1,144,114,144.0,1,0,0,AUS,2019,2019,1.0,0.0,0.5,0.5,1,2.0,1
W Place,3,6,1,144,107,28.8,1,0,0,ENG,1948,1948,1.0,0.0,0.1667,0.1667,1,3.0,0
Zulfiqar Babar,15,18,9,144,56,16.0,0,1,2,PAK,2013,2016,0.0,0.1111,0.5,0.0556,3,5.0,0
EL a'Beckett,4,7,0,143,41,20.42,0,0,0,AUS,1928,1932,0.0,0.0,0.0,0.0,4,1.0,0
RE Marshall,4,7,0,143,30,20.42,0,0,1,WI,1951,1952,0.0,0.1429,0.0,0.0,1,4.0,0
CPH Ramanayake,18,24,9,143,34,9.53,0,0,7,SL,1988,1993,0.0,0.2917,0.375,0.0,5,3.6,0
JA Warrican,8,14,9,142,41,28.4,0,0,1,WI,2015,2019,0.0,0.0714,0.6429,0.0,4,2.0,1
SS Dighe,6,10,1,141,47,15.66,0,0,1,IND,2001,2001,0.0,0.1,0.1,0.0,1,6.0,0
DRE Joseph,4,7,0,141,50,20.14,0,1,0,WI,1999,1999,0.0,0.0,0.0,0.1429,1,4.0,0
GB Lawrence,5,8,0,141,43,17.62,0,0,2,SA,1961,1962,0.0,0.25,0.0,0.0,1,5.0,0
Mohammad Asif,23,38,13,141,29,5.64,0,0,14,PAK,2005,2010,0.0,0.3684,0.3421,0.0,5,4.6,0
SS Naik,3,6,0,141,77,23.5,0,1,1,IND,1974,1975,0.0,0.1667,0.0,0.1667,1,3.0,0
AL Valentine,36,51,21,141,14,4.7,0,0,12,WI,1950,1962,0.0,0.2353,0.4118,0.0,12,3.0,0
R Chandrika,5,10,0,140,37,14.0,0,0,3,WI,2015,2016,0.0,0.3,0.0,0.0,1,5.0,0
TS Curtis,5,9,0,140,41,15.55,0,0,1,ENG,1988,1989,0.0,0.1111,0.0,0.0,1,5.0,0
GR Robertson,4,7,0,140,57,20.0,0,1,2,AUS,1998,1998,0.0,0.2857,0.0,0.1429,1,4.0,0
DW Begbie,5,7,0,138,48,19.71,0,0,0,SA,1948,1950,0.0,0.0,0.0,0.0,2,2.5,0
Faheem Ashraf,4,6,0,138,83,23.0,0,1,2,PAK,2018,2019,0.0,0.3333,0.0,0.1667,1,4.0,1
Hashmatullah Shahidi,3,6,2,138,61,34.5,0,1,0,AFG,2018,2019,0.0,0.0,0.3333,0.1667,1,3.0,1
DB Pithey,8,12,1,138,55,12.54,0,1,1,SA,1963,1967,0.0,0.0833,0.0833,0.0833,4,2.0,0
FT Badcock,7,9,2,137,64,19.57,0,2,3,NZ,1930,1933,0.0,0.3333,0.2222,0.2222,3,2.33,0
LS Birkett,4,8,0,136,64,17.0,0,1,1,WI,1930,1931,0.0,0.125,0.0,0.125,1,4.0,0
JW D'Arcy,5,10,0,136,33,13.6,0,0,0,NZ,1958,1958,0.0,0.0,0.0,0.0,1,5.0,0
TV Hohns,7,7,1,136,40,22.66,0,0,1,AUS,1989,1989,0.0,0.1429,0.1429,0.0,1,7.0,0
Rahat Ali,21,31,13,136,35,7.55,0,0,8,PAK,2013,2018,0.0,0.2581,0.4194,0.0,5,4.2,0
Surendranath,11,20,7,136,27,10.46,0,0,4,IND,1958,1961,0.0,0.2,0.35,0.0,3,3.67,0
Afsar Zazai,3,6,1,135,48,27.0,0,0,0,AFG,2018,2019,0.0,0.0,0.1667,0.0,1,3.0,1
KBJ Azad,7,12,0,135,24,11.25,0,0,2,IND,1981,1983,0.0,0.1667,0.0,0.0,2,3.5,0
DB Carr,2,4,0,135,76,33.75,0,1,0,ENG,1951,1952,0.0,0.0,0.0,0.25,1,2.0,0
A Dananjaya,6,10,2,135,43,16.87,0,0,3,SL,2018,2019,0.0,0.3,0.2,0.0,1,6.0,1
Azeem Hafeez,18,21,5,134,24,8.37,0,0,2,PAK,1983,1985,0.0,0.0952,0.2381,0.0,2,9.0,0
DA Sharpe,3,6,0,134,56,22.33,0,1,0,PAK,1959,1959,0.0,0.0,0.0,0.1667,1,3.0,0
N Pradeep,28,50,17,132,17,4.0,0,0,18,SL,2011,2017,0.0,0.36,0.34,0.0,6,4.67,0
TCB Fernando,9,8,3,132,45,26.4,0,0,1,SL,2001,2002,0.0,0.125,0.375,0.0,1,9.0,0
PW Jarvis,9,15,2,132,29,10.15,0,0,1,ENG,1988,1993,0.0,0.0667,0.1333,0.0,5,1.8,0
E Wainwright,5,9,0,132,49,14.66,0,0,0,ENG,1893,1898,0.0,0.0,0.0,0.0,5,1.0,0
EL Bartlett,5,8,1,131,84,18.71,0,1,1,WI,1928,1931,0.0,0.125,0.125,0.125,3,1.67,0
GC Dyer,6,6,0,131,60,21.83,0,1,1,AUS,1986,1988,0.0,0.1667,0.0,0.1667,2,3.0,0
DL Piedt,9,12,1,131,56,11.9,0,1,2,SA,2014,2019,0.0,0.1667,0.0833,0.0833,5,1.8,1
V Rathour,6,10,0,131,44,13.1,0,0,0,IND,1996,1997,0.0,0.0,0.0,0.0,1,6.0,0
L Tuckett,9,14,3,131,40,11.9,0,0,3,SA,1947,1949,0.0,0.2143,0.2143,0.0,2,4.5,0
Imran Tahir,20,23,9,130,29,9.28,0,0,2,SA,2011,2015,0.0,0.087,0.3913,0.0,4,5.0,0
L Sivaramakrishnan,9,9,1,130,25,16.25,0,0,1,IND,1983,1986,0.0,0.1111,0.1111,0.0,3,3.0,0
Hon.FSG Calthorpe,4,7,0,129,49,18.42,0,0,1,ENG,1930,1930,0.0,0.1429,0.0,0.0,1,4.0,0
DR Doshi,33,38,10,129,20,4.6,0,0,14,IND,1979,1983,0.0,0.3684,0.2632,0.0,4,8.25,0
CV Gadkari,6,10,4,129,50,21.5,0,1,2,IND,1953,1955,0.0,0.2,0.4,0.1,2,3.0,0
H Gimblett,3,5,1,129,67,32.25,0,1,0,ENG,1936,1939,0.0,0.0,0.2,0.2,3,1.0,0
JR Mason,5,10,0,129,32,12.9,0,0,1,ENG,1897,1898,0.0,0.1,0.0,0.0,1,5.0,0
RW Tolchard,4,7,2,129,67,25.8,0,1,1,ENG,1977,1977,0.0,0.1429,0.2857,0.1429,1,4.0,0
IJ Ward,5,9,1,129,39,16.12,0,0,1,ENG,2001,2001,0.0,0.1111,0.1111,0.0,1,5.0,0
HR Bromley-Davenport,4,6,0,128,84,21.33,0,1,1,ENG,1896,1899,0.0,0.1667,0.0,0.1667,3,1.33,0
M Hendrick,30,35,15,128,15,6.4,0,0,8,ENG,1974,1981,0.0,0.2286,0.4286,0.0,7,4.29,0
RK Illingworth,9,14,7,128,28,18.28,0,0,3,ENG,1991,1995,0.0,0.2143,0.5,0.0,4,2.25,0
BP Julian,7,9,1,128,56,16.0,0,1,3,AUS,1993,1995,0.0,0.3333,0.1111,0.1111,2,3.5,0
D Smith,2,4,0,128,57,32.0,0,1,1,ENG,1935,1935,0.0,0.25,0.0,0.25,1,2.0,0
PM Walker,3,4,0,128,52,32.0,0,1,0,ENG,1960,1960,0.0,0.0,0.0,0.25,1,3.0,0
S Chattergoon,4,7,0,127,46,18.14,0,0,0,WI,2008,2008,0.0,0.0,0.0,0.0,1,4.0,0
GR Larsen,8,13,4,127,26,14.11,0,0,2,NZ,1994,1996,0.0,0.1538,0.3077,0.0,2,4.0,0
AD Mullally,19,27,4,127,24,5.52,0,0,12,ENG,1996,2001,0.0,0.4444,0.1481,0.0,5,3.8,0
PJR Steyn,3,6,0,127,46,21.16,0,0,0,SA,1995,1995,0.0,0.0,0.0,0.0,1,3.0,0
ES Atkinson,8,9,1,126,37,15.75,0,0,3,WI,1958,1959,0.0,0.3333,0.1111,0.0,1,8.0,0
NE Haig,5,9,0,126,47,14.0,0,0,2,ENG,1921,1930,0.0,0.2222,0.0,0.0,9,0.56,0
JT Hearne,12,18,4,126,40,9.0,0,0,3,ENG,1892,1899,0.0,0.1667,0.2222,0.0,7,1.71,0
KM Jarvis,12,22,10,126,25,10.5,0,0,4,ZIM,2011,2018,0.0,0.1818,0.4545,0.0,7,1.71,0
E Jones,19,26,1,126,20,5.04,0,0,5,AUS,1894,1902,0.0,0.1923,0.0385,0.0,8,2.38,0
DL Bairstow,4,7,1,125,59,20.83,0,1,1,ENG,1979,1981,0.0,0.1429,0.1429,0.1429,2,2.0,0
JB Commins,3,6,1,125,45,25.0,0,0,1,SA,1994,1995,0.0,0.1667,0.1667,0.0,1,3.0,0
Marshall Ayub,3,6,0,125,41,20.83,0,0,0,BAN,2013,2014,0.0,0.0,0.0,0.0,1,3.0,0
WFE Marx,3,6,0,125,36,20.83,0,0,1,SA,1921,1921,0.0,0.1667,0.0,0.0,1,3.0,0
Nazimuddin,3,6,0,125,78,20.83,0,1,2,BAN,2011,2012,0.0,0.3333,0.0,0.1667,1,3.0,0
DM Richards,3,6,0,125,69,20.83,0,1,1,WI,2009,2010,0.0,0.1667,0.0,0.1667,1,3.0,0
S Samarawickrama,4,8,0,125,38,15.62,0,0,2,SL,2017,2017,0.0,0.25,0.0,0.0,1,4.0,0
CW Wright,3,4,0,125,71,31.25,0,1,0,ENG,1896,1896,0.0,0.0,0.0,0.25,1,3.0,0
HMCM Bandara,8,11,3,124,43,15.5,0,0,2,SL,1998,2006,0.0,0.1818,0.2727,0.0,8,1.0,0
CJ Chibhabha,3,6,0,124,60,20.66,0,1,0,ZIM,2016,2017,0.0,0.0,0.0,0.1667,1,3.0,0
C Overton,4,8,2,124,41,20.66,0,0,0,ENG,2017,2019,0.0,0.0,0.25,0.0,2,2.0,1
DA Reeve,3,5,0,124,59,24.8,0,1,1,ENG,1992,1992,0.0,0.2,0.0,0.2,1,3.0,0
RJ Crisp,9,13,1,123,35,10.25,0,0,5,SA,1935,1936,0.0,0.3846,0.0769,0.0,1,9.0,0
IB Cromb,5,8,2,123,51,20.5,0,1,1,NZ,1931,1932,0.0,0.125,0.25,0.125,1,5.0,0
Manzoor Elahi,6,10,2,123,52,15.37,0,1,3,PAK,1984,1995,0.0,0.3,0.2,0.1,11,0.55,0
CS Martin,71,104,52,123,12,2.36,0,0,36,NZ,2000,2013,0.0,0.3462,0.5,0.0,13,5.46,0
BA Murphy,11,15,3,123,30,10.25,0,0,3,ZIM,2000,2001,0.0,0.2,0.2,0.0,1,11.0,0
Pervez Sajjad,19,20,11,123,24,13.66,0,0,2,PAK,1964,1973,0.0,0.1,0.55,0.0,9,2.11,0
AB Fudadin,3,5,1,122,55,30.5,0,1,0,WI,2012,2012,0.0,0.0,0.2,0.2,1,3.0,0
Junaid Khan,22,28,11,122,17,7.17,0,0,5,PAK,2011,2015,0.0,0.1786,0.3929,0.0,4,5.5,0
Mohammad Sharif,10,20,3,122,24,7.17,0,0,7,BAN,2001,2007,0.0,0.35,0.15,0.0,6,1.67,0
AH Omarshah,3,5,0,122,62,24.4,0,1,0,ZIM,1992,1996,0.0,0.0,0.0,0.2,4,0.75,0
EA Brandes,10,15,3,121,39,10.08,0,0,2,ZIM,1992,1999,0.0,0.1333,0.2,0.0,7,1.43,0
JG Dewes,5,10,0,121,67,12.1,0,1,1,ENG,1948,1950,0.0,0.1,0.0,0.1,2,2.5,0
TW Wall,18,24,5,121,20,6.36,0,0,5,AUS,1929,1934,0.0,0.2083,0.2083,0.0,5,3.6,0
A Mithun,4,5,0,120,46,24.0,0,0,1,IND,2010,2011,0.0,0.2,0.0,0.0,1,4.0,0
RJ Bailey,4,8,0,119,43,14.87,0,0,2,ENG,1988,1990,0.0,0.25,0.0,0.0,2,2.0,0
MAR Samarasekera,4,7,0,118,57,16.85,0,1,1,SL,1988,1991,0.0,0.1429,0.0,0.1429,3,1.33,0
AC Smith,6,7,3,118,69,29.5,0,1,0,ENG,1962,1963,0.0,0.0,0.4286,0.1429,1,6.0,0
BGK Walker,5,8,2,118,27,19.66,0,0,1,NZ,2000,2002,0.0,0.125,0.25,0.0,2,2.5,0
SI de Saram,4,5,0,117,39,23.4,0,0,0,SL,1999,2000,0.0,0.0,0.0,0.0,1,4.0,0
Salahuddin,5,8,2,117,34,19.5,0,0,0,PAK,1965,1969,0.0,0.0,0.25,0.0,4,1.25,0
PADLR Sandakan,11,17,6,117,25,10.63,0,0,0,SL,2016,2018,0.0,0.0,0.3529,0.0,2,5.5,0
WH St Hill,3,6,0,117,38,19.5,0,0,0,WI,1928,1930,0.0,0.0,0.0,0.0,2,1.5,0
FJ Cameron,19,30,20,116,27,11.6,0,0,4,NZ,1961,1965,0.0,0.1333,0.6667,0.0,4,4.75,0
W Farrimond,4,7,0,116,35,16.57,0,0,0,ENG,1931,1935,0.0,0.0,0.0,0.0,4,1.0,0
FM King,14,17,3,116,21,8.28,0,0,4,WI,1953,1956,0.0,0.2353,0.1765,0.0,3,4.67,0
EA McDonald,11,12,5,116,36,16.57,0,0,1,AUS,1921,1921,0.0,0.0833,0.4167,0.0,1,11.0,0
RP Singh,14,19,3,116,30,7.25,0,0,7,IND,2006,2011,0.0,0.3684,0.1579,0.0,5,2.8,0
DH Brain,9,13,2,115,28,10.45,0,0,4,ZIM,1992,1995,0.0,0.3077,0.1538,0.0,3,3.0,0
PJ Martin,8,13,0,115,29,8.84,0,0,2,ENG,1995,1997,0.0,0.1538,0.0,0.0,2,4.0,0
H Morris,3,6,0,115,44,19.16,0,0,0,ENG,1991,1991,0.0,0.0,0.0,0.0,1,3.0,0
Nurul Hasan,3,6,0,115,64,19.16,0,1,3,BAN,2017,2018,0.0,0.5,0.0,0.1667,1,3.0,0
GR Beard,3,5,0,114,49,22.8,0,0,0,AUS,1980,1980,0.0,0.0,0.0,0.0,1,3.0,0
ML Cummins,14,22,7,114,24,7.6,0,0,6,WI,2016,2019,0.0,0.2727,0.3182,0.0,3,4.67,1
RKJ Dawson,7,13,3,114,19,11.4,0,0,0,ENG,2001,2003,0.0,0.0,0.2308,0.0,2,3.5,0
RE Grieveson,2,2,0,114,75,57.0,0,1,0,SA,1939,1939,0.0,0.0,0.0,0.5,1,2.0,0
GPD Hartigan,5,10,0,114,51,11.4,0,1,3,SA,1912,1914,0.0,0.3,0.0,0.1,2,2.5,0
ERT Holmes,5,9,2,114,85,16.28,0,1,2,ENG,1935,1935,0.0,0.2222,0.2222,0.1111,1,5.0,0
AR Whittall,10,18,3,114,17,7.6,0,0,1,ZIM,1996,1999,0.0,0.0556,0.1667,0.0,3,3.33,0
CFW Allcott,6,7,2,113,33,22.6,0,0,0,NZ,1930,1932,0.0,0.0,0.2857,0.0,2,3.0,0
S Haigh,11,18,3,113,25,7.53,0,0,4,ENG,1899,1912,0.0,0.2222,0.1667,0.0,13,0.85,0
HG Kuhn,4,8,0,113,34,14.12,0,0,0,SA,2017,2017,0.0,0.0,0.0,0.0,1,4.0,0
D Shackleton,7,13,7,113,42,18.83,0,0,0,ENG,1950,1963,0.0,0.0,0.5385,0.0,13,0.54,0
EJ Smith,11,14,1,113,22,8.69,0,0,2,ENG,1911,1913,0.0,0.1429,0.0714,0.0,2,5.5,0
CT Tremlett,12,15,4,113,25,10.27,0,0,3,ENG,2007,2013,0.0,0.2,0.2667,0.0,6,2.0,0
EAV Williams,4,6,0,113,72,18.83,0,1,1,WI,1939,1948,0.0,0.1667,0.0,0.1667,9,0.44,0
ERNS Fernando,5,10,0,112,46,11.2,0,0,3,SL,1983,1984,0.0,0.3,0.0,0.0,1,5.0,0
AG Ganteaume,1,1,0,112,112,112.0,1,0,0,WI,1948,1948,1.0,0.0,0.0,1.0,1,1.0,0
GG Macaulay,8,10,4,112,76,18.66,0,1,1,ENG,1923,1933,0.0,0.1,0.4,0.1,10,0.8,0
