PlayerName,Runs,Minutes,BallsFaced,Fours,Sixes,StrikeRate,MatchInning,Opposition,Ground,Year,Home/Away,Nationality
SPD Smith,92.0,264.0,161.0,14.0,0.0,57.14,2.0,england,Lord's,2019,0,Australia
SPD Smith,211.0,513.0,319.0,24.0,2.0,66.14,1.0,england,Manchester,2019,0,Australia
SPD Smith,82.0,155.0,92.0,11.0,0.0,89.13,3.0,england,Manchester,2019,0,Australia
SPD Smith,80.0,261.0,145.0,9.0,1.0,55.17,2.0,england,The Oval,2019,0,Australia
SPD Smith,23.0,88.0,53.0,4.0,0.0,43.39,4.0,england,The Oval,2019,0,Australia
SPD Smith,85.0,354.0,242.0,8.0,1.0,35.12,1.0,new zealand,Melbourne,2019,1,Australia
SPD Smith,7.0,17.0,11.0,1.0,0.0,63.63,3.0,new zealand,Melbourne,2019,1,Australia
SPD Smith,43.0,190.0,164.0,4.0,0.0,26.21,1.0,new zealand,Perth,2019,1,Australia
SPD Smith,16.0,40.0,28.0,3.0,0.0,57.14,3.0,new zealand,Perth,2019,1,Australia
SPD Smith,36.0,121.0,64.0,2.0,0.0,56.25,1.0,pakistan,Adelaide,2019,1,Australia
SPD Smith,4.0,17.0,10.0,1.0,0.0,40.0,2.0,pakistan,Brisbane,2019,1,Australia
SPD Smith,1.0,45.0,29.0,0.0,0.0,3.44,2.0,india,Adelaide,2020,1,Australia
SPD Smith,1.0,5.0,1.0,0.0,0.0,100.0,4.0,india,Adelaide,2020,1,Australia
SPD Smith,0.0,10.0,8.0,0.0,0.0,0.0,1.0,india,Melbourne,2020,1,Australia
SPD Smith,8.0,53.0,30.0,0.0,0.0,26.66,3.0,india,Melbourne,2020,1,Australia
SPD Smith,63.0,217.0,182.0,4.0,0.0,34.61,1.0,new zealand,Sydney,2020,1,Australia
SPD Smith,36.0,112.0,77.0,5.0,0.0,46.75,1.0,india,Brisbane,2021,1,Australia
SPD Smith,55.0,121.0,74.0,7.0,0.0,74.32,3.0,india,Brisbane,2021,1,Australia
SPD Smith,131.0,298.0,226.0,16.0,0.0,57.96,1.0,india,Sydney,2021,1,Australia
SPD Smith,81.0,260.0,167.0,8.0,1.0,48.5,3.0,india,Sydney,2021,1,Australia
