PlayerName,Matches,Innings,NotOut,Runs,HighestScore,Average,Centuries,HalfCenturies,Ducks,Country,FirstMatch,LastMatch,CenturyConversion,DuckPercentage,NotOutPercentage,FiftyPlusScorePercentage,CareerLength,MatchesPerYear,CurrentPlayer
RD King,19,27,8,66,12,3.47,0,0,7,WI,1999,2005,0.0,0.2593,0.2963,0.0,6,3.17,0
A Kuruvilla,10,11,1,66,35,6.6,0,0,5,IND,1997,1997,0.0,0.4545,0.0909,0.0,1,10.0,0
Mustafizur Rahman,15,22,7,66,16,4.4,0,0,8,BAN,2015,2022,0.0,0.3636,0.3182,0.0,7,2.14,0
D Olivier,16,21,10,66,15,6.0,0,0,4,SA,2017,2024,0.0,0.1905,0.4762,0.0,7,2.29,1
D Paterson,4,8,3,66,39,13.2,0,0,1,SA,2020,2024,0.0,0.125,0.375,0.0,4,1.0,1
KSC de Silva,8,12,5,65,27,9.28,0,0,2,SL,1997,1999,0.0,0.1667,0.4167,0.0,2,4.0,0
CW Henderson,7,7,0,65,30,9.28,0,0,1,SA,2001,2002,0.0,0.1429,0.0,0.0,1,7.0,0
AJ Hollioake,4,6,0,65,45,10.83,0,0,1,ENG,1997,1998,0.0,0.1667,0.0,0.0,1,4.0,0
D Padikkal,1,1,0,65,65,65.0,0,1,0,IND,2024,2024,0.0,0.0,0.0,1.0,1,1.0,1
Naved Ashraf,2,3,0,64,32,21.33,0,0,0,PAK,1998,2000,0.0,0.0,0.0,0.0,2,1.0,0
K Sinclair,1,2,1,64,50,64.0,0,1,0,WI,2024,2024,0.0,0.0,0.5,0.5,1,1.0,1
SR Thompson,3,6,0,64,53,10.66,0,1,1,IRE,2018,2019,0.0,0.1667,0.0,0.1667,1,3.0,0
R van Tonder,2,4,0,64,32,16.0,0,0,1,SA,2024,2024,0.0,0.25,0.0,0.0,1,2.0,1
S Badrinath,2,3,0,63,56,21.0,0,1,0,IND,2010,2010,0.0,0.0,0.0,0.3333,1,2.0,0
RM Patidar,3,6,0,63,32,10.5,0,0,2,IND,2024,2024,0.0,0.3333,0.0,0.0,1,3.0,1
VA Singh,3,6,0,63,32,10.5,0,0,0,WI,2017,2017,0.0,0.0,0.0,0.0,1,3.0,0
JA Rennie,4,6,1,62,22,12.4,0,0,1,ZIM,1993,1997,0.0,0.1667,0.1667,0.0,4,1.0,0
Iftikhar Ahmed,4,6,1,61,27,12.2,0,0,1,PAK,2016,2022,0.0,0.1667,0.1667,0.0,6,0.67,0
PJ Ingram,2,4,0,61,42,15.25,0,0,0,NZ,2010,2010,0.0,0.0,0.0,0.0,1,2.0,0
WR James,4,4,0,61,33,15.25,0,0,0,ZIM,1993,1994,0.0,0.0,0.0,0.0,1,4.0,0
NC McGarrell,4,6,2,61,33,15.25,0,0,1,WI,2001,2001,0.0,0.1667,0.3333,0.0,1,4.0,0
MM Patel,13,14,6,60,15,7.5,0,0,4,IND,2006,2011,0.0,0.2857,0.4286,0.0,5,2.6,0
SG Peall,4,6,2,60,30,15.0,0,0,2,ZIM,1993,1994,0.0,0.3333,0.3333,0.0,1,4.0,0
MR Whitney,8,12,6,60,13,10.0,0,0,1,AUS,1991,1992,0.0,0.0833,0.5,0.0,1,8.0,0
Enamul Haque jnr,15,26,16,59,13,5.9,0,0,4,BAN,2003,2013,0.0,0.1538,0.6154,0.0,10,1.5,0
RL Johnson,3,4,0,59,26,14.75,0,0,0,ENG,2003,2003,0.0,0.0,0.0,0.0,1,3.0,0
R Kaia,3,6,0,59,48,9.83,0,0,4,ZIM,2021,2021,0.0,0.6667,0.0,0.0,1,3.0,0
M Theekshana,2,3,0,59,38,19.66,0,0,0,SL,2022,2022,0.0,0.0,0.0,0.0,1,2.0,0
CE Cuffy,15,23,9,58,15,4.14,0,0,6,WI,1994,2002,0.0,0.2609,0.3913,0.0,8,1.88,0
PL Mhambrey,2,3,1,58,28,29.0,0,0,0,IND,1996,1996,0.0,0.0,0.3333,0.0,1,2.0,0
JA Morkel,1,1,0,58,58,58.0,0,1,0,SA,2009,2009,0.0,0.0,0.0,1.0,1,1.0,0
WTS Porterfield,3,6,0,58,32,9.66,0,0,1,IRE,2018,2019,0.0,0.1667,0.0,0.0,1,3.0,0
S Joseph,2,4,2,57,36,28.5,0,0,0,WI,2024,2024,0.0,0.0,0.5,0.0,1,2.0,1
Mohammad Shahid,5,6,1,57,25,11.4,0,0,0,BAN,2015,2015,0.0,0.0,0.1667,0.0,1,5.0,0
VM Nyauchi,8,13,4,57,13,6.33,0,0,3,ZIM,2020,2023,0.0,0.2308,0.3077,0.0,3,2.67,0
JL Ontong,2,4,1,57,32,19.0,0,0,1,SA,2002,2004,0.0,0.25,0.25,0.0,2,1.0,0
BP Patterson,11,17,5,57,15,4.75,0,0,4,WI,1990,1992,0.0,0.2353,0.2941,0.0,2,5.5,0
DP Viljoen,2,4,0,57,38,14.25,0,0,2,ZIM,1998,2000,0.0,0.5,0.0,0.0,2,1.0,0
KADM Fernando,2,3,1,56,51,28.0,0,1,0,SL,2003,2003,0.0,0.0,0.3333,0.3333,1,2.0,0
LM Jongwe,1,2,0,56,37,28.0,0,0,0,ZIM,2021,2021,0.0,0.0,0.0,0.0,1,1.0,0
DV Lawrence,4,5,0,56,34,11.2,0,0,0,ENG,1991,1992,0.0,0.0,0.0,0.0,1,4.0,0
G Motie,5,6,2,56,23,14.0,0,0,0,WI,2022,2024,0.0,0.0,0.3333,0.0,2,2.5,1
MG Neser,2,3,0,56,35,18.66,0,0,0,AUS,2021,2022,0.0,0.0,0.0,0.0,1,2.0,0
NV Ojha,1,2,0,56,35,28.0,0,0,0,IND,2015,2015,0.0,0.0,0.0,0.0,1,1.0,0
MW Priest,3,4,0,56,26,14.0,0,0,0,NZ,1990,1998,0.0,0.0,0.0,0.0,8,0.38,0
HWR Cartwright,2,2,0,55,37,27.5,0,0,0,AUS,2017,2017,0.0,0.0,0.0,0.0,1,2.0,0
Mohammad Wasim (1),2,4,1,55,43,18.33,0,0,0,PAK,2022,2022,0.0,0.0,0.25,0.0,1,2.0,0
BA Parchment,2,4,0,55,20,13.75,0,0,0,WI,2008,2008,0.0,0.0,0.0,0.0,1,2.0,0
OP Stone,3,6,0,55,20,9.16,0,0,2,ENG,2019,2021,0.0,0.3333,0.0,0.0,2,1.5,0
DE Bollinger,12,14,7,54,21,7.71,0,0,3,AUS,2009,2010,0.0,0.2143,0.5,0.0,1,12.0,0
MG Burmester,3,4,2,54,30,27.0,0,0,1,ZIM,1992,1992,0.0,0.25,0.5,0.0,1,3.0,0
Humayun Farhat,1,2,0,54,28,27.0,0,0,0,PAK,2001,2001,0.0,0.0,0.0,0.0,1,1.0,0
O Henry,3,3,0,53,34,17.66,0,0,0,SA,1992,1993,0.0,0.0,0.0,0.0,1,3.0,0
D Myers,1,2,0,53,27,26.5,0,0,0,ZIM,2021,2021,0.0,0.0,0.0,0.0,1,1.0,0
A Phillip,2,3,1,53,43,26.5,0,0,0,WI,2022,2022,0.0,0.0,0.3333,0.0,1,2.0,0
RL Powell,2,3,0,53,30,17.66,0,0,1,WI,1999,2004,0.0,0.3333,0.0,0.0,5,0.4,0
Abdur Rauf,3,6,0,52,31,8.66,0,0,2,PAK,2009,2009,0.0,0.3333,0.0,0.0,1,3.0,0
Abrar Ahmed,6,8,4,52,17,13.0,0,0,1,PAK,2022,2023,0.0,0.125,0.5,0.0,1,6.0,0
CN Evans,3,6,0,52,22,8.66,0,0,0,ZIM,1996,2003,0.0,0.0,0.0,0.0,7,0.43,0
Fahim Muntasir,3,6,0,52,33,8.66,0,0,1,BAN,2002,2002,0.0,0.1667,0.0,0.0,1,3.0,0
Fazl-e-Akbar,5,8,4,52,25,13.0,0,0,2,PAK,1998,2004,0.0,0.25,0.5,0.0,6,0.83,0
JW Hastings,1,2,0,52,32,26.0,0,0,0,AUS,2012,2012,0.0,0.0,0.0,0.0,1,1.0,0
JJC Lawson,13,21,6,52,14,3.46,0,0,6,WI,2002,2005,0.0,0.2857,0.2857,0.0,3,4.33,0
S Mahmood,2,2,1,52,49,52.0,0,0,0,ENG,2022,2022,0.0,0.0,0.5,0.0,1,2.0,0
Talha Jubair,7,14,6,52,31,6.5,0,0,6,BAN,2002,2004,0.0,0.4286,0.4286,0.0,2,3.5,0
BV Vitori,4,7,2,52,19,10.4,0,0,2,ZIM,2011,2013,0.0,0.2857,0.2857,0.0,2,2.0,0
L Balaji,8,9,0,51,31,5.66,0,0,4,IND,2003,2005,0.0,0.4444,0.0,0.0,2,4.0,0
XJ Doherty,4,7,3,51,18,12.75,0,0,0,AUS,2010,2013,0.0,0.0,0.4286,0.0,3,1.33,0
Kamrul Islam Rabbi,7,14,5,51,25,5.66,0,0,5,BAN,2016,2018,0.0,0.3571,0.3571,0.0,2,3.5,0
Nasir Jamshed,2,4,0,51,46,12.75,0,0,1,PAK,2013,2013,0.0,0.25,0.0,0.0,1,2.0,0
Rahmanullah Gurbaz,1,2,0,51,46,25.5,0,0,0,AFG,2024,2024,0.0,0.0,0.0,0.0,1,1.0,1
Ebadot Hossain,20,32,16,50,21,3.12,0,0,10,BAN,2019,2023,0.0,0.3125,0.5,0.0,4,5.0,0
R Ngarava,4,7,2,50,19,10.0,0,0,2,ZIM,2021,2023,0.0,0.2857,0.2857,0.0,2,2.0,0
ZS Ansari,3,5,0,49,32,9.8,0,0,2,ENG,2016,2016,0.0,0.4,0.0,0.0,1,3.0,0
Mohammad Salim,2,4,1,49,26,16.33,0,0,1,BAN,2003,2003,0.0,0.25,0.25,0.0,1,2.0,0
SM Boland,10,11,4,47,20,6.71,0,0,2,AUS,2021,2023,0.0,0.1818,0.3636,0.0,2,5.0,0
EC Joyce,1,2,0,47,43,23.5,0,0,0,IRE,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
R McLaren,2,3,1,47,33,23.5,0,0,0,SA,2010,2014,0.0,0.0,0.3333,0.0,4,0.5,0
Mohammad Ayub,1,2,0,47,25,23.5,0,0,0,PAK,2012,2012,0.0,0.0,0.0,0.0,1,1.0,0
VRV Singh,5,6,2,47,29,11.75,0,0,0,IND,2006,2007,0.0,0.0,0.3333,0.0,1,5.0,0
TL Tsolekile,3,5,0,47,22,9.4,0,0,1,SA,2004,2004,0.0,0.2,0.0,0.0,1,3.0,0
W Watson,12,15,5,47,11,4.7,0,0,3,NZ,1990,1993,0.0,0.2,0.3333,0.0,3,4.0,0
GA Lamb,1,2,0,46,39,23.0,0,0,0,ZIM,2011,2011,0.0,0.0,0.0,0.0,1,1.0,0
DL Maddy,3,4,0,46,24,11.5,0,0,0,ENG,1999,2000,0.0,0.0,0.0,0.0,1,3.0,0
BJ Arnel,6,12,4,45,8,5.62,0,0,3,NZ,2010,2012,0.0,0.25,0.3333,0.0,2,3.0,0
MP Bicknell,4,7,0,45,15,6.42,0,0,3,ENG,1993,2003,0.0,0.4286,0.0,0.0,10,0.4,0
RP de Groen,5,10,4,45,26,7.5,0,0,1,NZ,1993,1994,0.0,0.1,0.4,0.0,1,5.0,0
JP Faulkner,1,2,0,45,23,22.5,0,0,0,AUS,2013,2013,0.0,0.0,0.0,0.0,1,1.0,0
MM Patel,2,2,0,45,27,22.5,0,0,0,ENG,1996,1996,0.0,0.0,0.0,0.0,1,2.0,0
Qais Ahmad,2,4,0,45,21,11.25,0,0,0,AFG,2019,2024,0.0,0.0,0.0,0.0,5,0.4,1
JC Tredwell,2,2,0,45,37,22.5,0,0,0,ENG,2010,2015,0.0,0.0,0.0,0.0,5,0.4,0
GC Wilson,2,4,1,45,33,15.0,0,0,2,IRE,2018,2019,0.0,0.5,0.25,0.0,1,2.0,0
BC Hollioake,2,4,0,44,28,11.0,0,0,1,ENG,1997,1998,0.0,0.25,0.0,0.0,1,2.0,0
WP Masakadza,3,6,1,44,17,8.8,0,0,0,ZIM,2018,2023,0.0,0.0,0.1667,0.0,5,0.6,0
Sharjeel Khan,1,2,0,44,40,22.0,0,0,0,PAK,2017,2017,0.0,0.0,0.0,0.0,1,1.0,0
JM Bird,9,9,6,43,19,14.33,0,0,1,AUS,2012,2017,0.0,0.1111,0.6667,0.0,5,1.8,0
T Makoni,2,4,0,43,33,10.75,0,0,1,ZIM,2023,2023,0.0,0.25,0.0,0.0,1,2.0,0
WB Rankin,3,6,1,43,17,8.6,0,0,1,IRE,2014,2019,0.0,0.1667,0.1667,0.0,5,0.6,0
MAR Samarasekera,2,4,0,43,19,10.75,0,0,0,SL,1990,1991,0.0,0.0,0.0,0.0,1,2.0,0
Sarandeep Singh,3,2,1,43,39,43.0,0,0,0,IND,2000,2002,0.0,0.0,0.5,0.0,2,1.5,0
MKGCP Lakshitha,2,3,0,42,40,14.0,0,0,1,SL,2002,2002,0.0,0.3333,0.0,0.0,1,2.0,0
J Cameron-Dow,1,2,1,41,32,41.0,0,0,0,IRE,2019,2019,0.0,0.0,0.5,0.0,1,1.0,0
JNT Seales,10,15,8,41,13,5.85,0,0,2,WI,2021,2022,0.0,0.1333,0.5333,0.0,1,10.0,0
CT Mutombodzi,1,2,0,41,33,20.5,0,0,0,ZIM,2020,2020,0.0,0.0,0.0,0.0,1,1.0,0
Naveed Zadran,2,4,1,41,25,13.66,0,0,0,AFG,2024,2024,0.0,0.0,0.25,0.0,1,2.0,1
TM Alderman,8,11,4,40,26,5.71,0,0,3,AUS,1990,1991,0.0,0.2727,0.3636,0.0,1,8.0,0
SP Narine,6,7,2,40,22,8.0,0,0,1,WI,2012,2013,0.0,0.1429,0.2857,0.0,1,6.0,0
PJ Newport,1,2,1,40,40,40.0,0,0,1,ENG,1991,1991,0.0,0.5,0.5,0.0,1,1.0,0
S von Berg,1,2,0,40,38,20.0,0,0,0,SA,2024,2024,0.0,0.0,0.0,0.0,1,1.0,1
RA Austin,2,4,0,39,19,9.75,0,0,1,WI,2009,2009,0.0,0.25,0.0,0.0,1,2.0,0
SV Bahutule,2,4,1,39,21,13.0,0,0,2,IND,2001,2001,0.0,0.5,0.25,0.0,1,2.0,0
GK Bruk-Jackson,2,4,0,39,31,9.75,0,0,1,ZIM,1993,1993,0.0,0.25,0.0,0.0,1,2.0,0
TA Copeland,3,4,1,39,23,13.0,0,0,0,AUS,2011,2011,0.0,0.0,0.25,0.0,1,3.0,0
EAR de Silva,3,5,1,39,26,9.75,0,0,2,SL,1991,1991,0.0,0.4,0.2,0.0,1,3.0,0
Masood Anwar,1,2,0,39,37,19.5,0,0,0,PAK,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
Elias Sunny,4,6,1,38,20,7.6,0,0,2,BAN,2011,2013,0.0,0.3333,0.1667,0.0,2,2.0,0
KHRK Fernando,2,4,0,38,24,9.5,0,0,2,SL,2002,2002,0.0,0.5,0.0,0.0,1,2.0,0
J Nyumbu,3,6,1,38,14,7.6,0,0,0,ZIM,2014,2016,0.0,0.0,0.1667,0.0,2,1.5,0
J Ormond,2,4,1,38,18,12.66,0,0,1,ENG,2001,2001,0.0,0.25,0.25,0.0,1,2.0,0
SK Sharma,1,2,0,38,38,19.0,0,0,1,IND,1990,1990,0.0,0.5,0.0,0.0,1,1.0,0
Khaled Ahmed,14,24,7,38,22,2.23,0,0,12,BAN,2018,2024,0.0,0.5,0.2917,0.0,6,2.33,1
G Wijekoon,2,3,0,38,14,12.66,0,0,0,SL,2005,2005,0.0,0.0,0.0,0.0,1,2.0,0
NF Williams,1,1,0,38,38,38.0,0,0,0,ENG,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
DJ Pagon,2,3,0,37,35,12.33,0,0,1,WI,2005,2005,0.0,0.3333,0.0,0.0,1,2.0,0
Syed Rasel,6,12,4,37,19,4.62,0,0,2,BAN,2005,2007,0.0,0.1667,0.3333,0.0,2,3.0,0
Usman Salahuddin,1,2,0,37,33,18.5,0,0,0,PAK,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
Abu Jayed,13,22,8,36,8,2.57,0,0,7,BAN,2018,2021,0.0,0.3182,0.3636,0.0,3,4.33,0
SKL de Silva,3,4,2,36,20,18.0,0,0,1,SL,1997,1997,0.0,0.25,0.5,0.0,1,3.0,0
AM Fernando,14,19,7,36,10,3.0,0,0,7,SL,2021,2024,0.0,0.3684,0.3684,0.0,3,4.67,1
NA Foster,1,2,0,36,20,18.0,0,0,0,ENG,1993,1993,0.0,0.0,0.0,0.0,1,1.0,0
GI Hume,3,6,1,36,14,7.2,0,0,1,IRE,2023,2023,0.0,0.1667,0.1667,0.0,1,3.0,0
Mohammad Ramzan,1,2,0,36,29,18.0,0,0,0,PAK,1997,1997,0.0,0.0,0.0,0.0,1,1.0,0
JD Unadkat,4,5,2,36,14,12.0,0,0,0,IND,2010,2023,0.0,0.0,0.4,0.0,13,0.31,0
KPJ Warnaweera,9,10,3,36,20,5.14,0,0,2,SL,1990,1994,0.0,0.2,0.3,0.0,4,2.25,0
VR Aaron,9,14,5,35,9,3.88,0,0,1,IND,2011,2015,0.0,0.0714,0.3571,0.0,4,2.25,0
J Angel,4,7,1,35,11,5.83,0,0,2,AUS,1993,1995,0.0,0.2857,0.1429,0.0,2,2.0,0
GB Brent,4,6,0,35,25,5.83,0,0,3,ZIM,1999,2001,0.0,0.5,0.0,0.0,2,2.0,0
EA Moseley,2,4,0,35,26,8.75,0,0,1,WI,1990,1990,0.0,0.25,0.0,0.0,1,2.0,0
PC Strydom,2,3,0,35,30,11.66,0,0,0,SA,2000,2000,0.0,0.0,0.0,0.0,1,2.0,0
AP Kuiper,1,2,0,34,34,17.0,0,0,1,SA,1992,1992,0.0,0.5,0.0,0.0,1,1.0,0
M Mbangwa,15,25,8,34,8,2.0,0,0,9,ZIM,1996,2000,0.0,0.36,0.32,0.0,4,3.75,0
Mohammad Talha,4,5,1,34,19,8.5,0,0,1,PAK,2009,2014,0.0,0.2,0.2,0.0,5,0.8,0
Nadeem Khan,2,3,1,34,25,17.0,0,0,0,PAK,1993,1999,0.0,0.0,0.3333,0.0,6,0.33,0
JP Taylor,2,4,2,34,17,17.0,0,0,1,ENG,1993,1994,0.0,0.25,0.5,0.0,1,2.0,0
Farhan Adil,1,2,0,33,25,16.5,0,0,0,PAK,2003,2003,0.0,0.0,0.0,0.0,1,1.0,0
Mohammad Nabi,3,6,0,33,24,5.5,0,0,3,AFG,2018,2019,0.0,0.5,0.0,0.0,1,3.0,0
PDRL Perera,8,9,6,33,11,11.0,0,0,1,SL,1999,2002,0.0,0.1111,0.6667,0.0,3,2.67,0
Saim Ayub,1,2,0,33,33,16.5,0,0,1,PAK,2024,2024,0.0,0.5,0.0,0.0,1,1.0,1
Shoaib Bashir,3,6,3,33,13,11.0,0,0,2,ENG,2024,2024,0.0,0.3333,0.5,0.0,1,3.0,1
Yamin Ahmadzai,6,11,0,33,18,3.0,0,0,4,AFG,2018,2023,0.0,0.3636,0.0,0.0,5,1.2,0
Bazid Khan,1,2,0,32,23,16.0,0,0,0,PAK,2005,2005,0.0,0.0,0.0,0.0,1,1.0,0
NT Broom,2,3,0,32,20,10.66,0,0,1,NZ,2017,2017,0.0,0.3333,0.0,0.0,1,2.0,0
RJ Kirtley,4,7,1,32,12,5.33,0,0,0,ENG,2003,2003,0.0,0.0,0.1429,0.0,1,4.0,0
Naved Anjum,1,2,0,32,22,16.0,0,0,0,PAK,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
Aamer Nazir,6,11,6,31,11,6.2,0,0,2,PAK,1993,1995,0.0,0.1818,0.5455,0.0,2,3.0,0
Arshad Khan,9,8,2,31,9,5.16,0,0,1,PAK,1997,2005,0.0,0.125,0.25,0.0,8,1.12,0
CS Pandit,2,3,0,31,15,10.33,0,0,0,IND,1992,1992,0.0,0.0,0.0,0.0,1,2.0,0
DC Thomas,1,2,0,31,19,15.5,0,0,0,WI,2022,2022,0.0,0.0,0.0,0.0,1,1.0,0
DJ White,2,4,0,31,18,7.75,0,0,0,NZ,1990,1990,0.0,0.0,0.0,0.0,1,2.0,0
WK Hegg,2,4,0,30,15,7.5,0,0,0,ENG,1998,1999,0.0,0.0,0.0,0.0,1,2.0,0
MDUS Jayasundera,2,4,0,30,26,7.5,0,0,1,SL,2015,2015,0.0,0.25,0.0,0.0,1,2.0,0
G Onions,9,10,7,30,17,10.0,0,0,3,ENG,2009,2012,0.0,0.3,0.7,0.0,3,3.0,0
MJ Potts,6,6,2,30,19,7.5,0,0,1,ENG,2022,2023,0.0,0.1667,0.3333,0.0,1,6.0,0
V Yadav,1,1,0,30,30,30.0,0,0,0,IND,1993,1993,0.0,0.0,0.0,0.0,1,1.0,0
Zahoor Elahi,2,3,0,30,22,10.0,0,0,0,PAK,1996,1996,0.0,0.0,0.0,0.0,1,2.0,0
Ijaz Ahmed jnr,2,3,0,29,16,9.66,0,0,0,PAK,1995,1995,0.0,0.0,0.0,0.0,1,2.0,0
Ikram Alikhil,2,3,0,29,21,9.66,0,0,0,AFG,2019,2024,0.0,0.0,0.0,0.0,5,0.4,1
IR Siddiqui,1,2,1,29,24,29.0,0,0,0,IND,2001,2001,0.0,0.0,0.5,0.0,1,1.0,0
CEW Silverwood,6,7,3,29,10,7.25,0,0,2,ENG,1996,2002,0.0,0.2857,0.4286,0.0,6,1.0,0
DN Wellalage,1,2,0,29,18,14.5,0,0,0,SL,2022,2022,0.0,0.0,0.0,0.0,1,1.0,0
ND Hirwani,10,13,8,28,15,5.6,0,0,4,IND,1990,1996,0.0,0.3077,0.6154,0.0,6,1.67,0
MC Ilott,5,6,2,28,15,7.0,0,0,0,ENG,1993,1995,0.0,0.0,0.3333,0.0,2,2.5,0
RJ Kennedy,4,5,1,28,22,7.0,0,0,2,NZ,1996,1996,0.0,0.4,0.2,0.0,1,4.0,0
Mohammad Irfan,4,7,2,28,14,5.6,0,0,2,PAK,2013,2013,0.0,0.2857,0.2857,0.0,1,4.0,0
S Moseley,2,4,0,28,12,7.0,0,0,0,WI,2021,2021,0.0,0.0,0.0,0.0,1,2.0,0
RJ Nicol,2,4,0,28,19,7.0,0,0,0,NZ,2012,2012,0.0,0.0,0.0,0.0,1,2.0,0
MJ Swepson,4,5,1,28,15,7.0,0,0,1,AUS,2022,2022,0.0,0.2,0.2,0.0,1,4.0,0
TE Tsiga,2,4,1,28,24,9.33,0,0,1,ZIM,2023,2023,0.0,0.25,0.25,0.0,1,2.0,0
R Vijay Bharadwaj,3,3,0,28,22,9.33,0,0,1,IND,1999,2000,0.0,0.3333,0.0,0.0,1,3.0,0
GI Allott,10,15,7,27,8,3.37,0,0,4,NZ,1996,1999,0.0,0.2667,0.4667,0.0,3,3.33,0
TS Chisoro,3,5,0,27,9,5.4,0,0,1,ZIM,2017,2021,0.0,0.2,0.0,0.0,4,0.75,0
LV Garrick,1,2,0,27,27,13.5,0,0,1,WI,2001,2001,0.0,0.5,0.0,0.0,1,1.0,0
RK Kleinveldt,4,5,2,27,17,9.0,0,0,2,SA,2012,2013,0.0,0.4,0.4,0.0,1,4.0,0
J Lewis,1,2,0,27,20,13.5,0,0,0,ENG,2006,2006,0.0,0.0,0.0,0.0,1,1.0,0
NJ Maddinson,3,4,0,27,22,6.75,0,0,1,AUS,2016,2016,0.0,0.25,0.0,0.0,1,3.0,0
RR Singh,1,2,0,27,15,13.5,0,0,0,IND,1998,1998,0.0,0.0,0.0,0.0,1,1.0,0
Atiq-uz-Zaman,1,2,0,26,25,13.0,0,0,0,PAK,2000,2000,0.0,0.0,0.0,0.0,1,1.0,0
A Habib,2,3,0,26,19,8.66,0,0,0,ENG,1999,1999,0.0,0.0,0.0,0.0,1,2.0,0
DSBP Kuruppu,1,2,0,26,21,13.0,0,0,0,SL,1991,1991,0.0,0.0,0.0,0.0,1,1.0,0
RR Ramdass,1,2,0,26,23,13.0,0,0,0,WI,2005,2005,0.0,0.0,0.0,0.0,1,1.0,0
GC Viljoen,1,2,1,26,20,26.0,0,0,0,SA,2016,2016,0.0,0.0,0.5,0.0,1,1.0,0
Atif Rauf,1,2,0,25,16,12.5,0,0,0,PAK,1994,1994,0.0,0.0,0.0,0.0,1,1.0,0
D Ganesh,4,7,3,25,8,6.25,0,0,0,IND,1997,1997,0.0,0.0,0.4286,0.0,1,4.0,0
AJ McKay,1,2,1,25,20,25.0,0,0,0,NZ,2010,2010,0.0,0.0,0.5,0.0,1,1.0,0
Mohammad Salman,2,4,0,25,13,6.25,0,0,1,PAK,2011,2011,0.0,0.25,0.0,0.0,1,2.0,0
CT Mumba,3,5,2,25,11,8.33,0,0,0,ZIM,2016,2020,0.0,0.0,0.4,0.0,4,0.75,0
TA Munton,2,2,1,25,25,25.0,0,0,1,ENG,1992,1992,0.0,0.5,0.5,0.0,1,2.0,0
GC Tonge,1,2,1,25,23,25.0,0,0,0,WI,2009,2009,0.0,0.0,0.5,0.0,1,1.0,0
SL Watkin,3,5,0,25,13,5.0,0,0,1,ENG,1991,1993,0.0,0.2,0.0,0.0,2,1.5,0
LB Williams,2,3,0,25,13,8.33,0,0,1,SA,2022,2022,0.0,0.3333,0.0,0.0,1,2.0,0
RP Burl,3,5,0,24,16,4.8,0,0,3,ZIM,2017,2021,0.0,0.6,0.0,0.0,4,0.75,0
Kabir Khan,4,5,2,24,10,8.0,0,0,1,PAK,1994,1995,0.0,0.2,0.4,0.0,1,4.0,0
SH Lewis,2,4,0,24,20,6.0,0,0,2,WI,2018,2018,0.0,0.5,0.0,0.0,1,2.0,0
Mohammad Akram,9,15,6,24,10,2.66,0,0,5,PAK,1995,2001,0.0,0.3333,0.4,0.0,6,1.5,0
Mohammad Naim,1,2,0,24,24,12.0,0,0,1,BAN,2022,2022,0.0,0.5,0.0,0.0,1,1.0,0
F Mutizwa,1,2,0,24,18,12.0,0,0,0,ZIM,2012,2012,0.0,0.0,0.0,0.0,1,1.0,0
CEL Stuart,6,9,2,24,12,3.42,0,0,2,WI,2000,2001,0.0,0.2222,0.2222,0.0,1,6.0,0
Sunzamul Islam,1,1,0,24,24,24.0,0,0,0,BAN,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
LS Baker,4,6,4,23,17,11.5,0,0,1,WI,2008,2009,0.0,0.1667,0.6667,0.0,1,4.0,0
IP Butchart,1,2,0,23,15,11.5,0,0,0,ZIM,1995,1995,0.0,0.0,0.0,0.0,1,1.0,0
C Fortuin,2,4,0,23,11,5.75,0,0,1,SA,2024,2024,0.0,0.25,0.0,0.0,1,2.0,1
PW Jarvis,3,6,0,23,8,3.83,0,0,1,ENG,1993,1993,0.0,0.1667,0.0,0.0,1,3.0,0
RA Jones,1,2,0,23,16,11.5,0,0,0,NZ,2003,2003,0.0,0.0,0.0,0.0,1,1.0,0
EM Moore,1,2,0,23,23,11.5,0,0,1,SA,2024,2024,0.0,0.5,0.0,0.0,1,1.0,1
PR Sleep,1,2,0,23,23,11.5,0,0,1,AUS,1990,1990,0.0,0.5,0.0,0.0,1,1.0,0
ML Udawatte,2,4,0,23,19,5.75,0,0,2,SL,2018,2018,0.0,0.5,0.0,0.0,1,2.0,0
BA Williams,4,6,3,23,10,7.66,0,0,1,AUS,2003,2004,0.0,0.1667,0.5,0.0,1,4.0,0
Zia-ur-Rehman,2,4,0,23,13,5.75,0,0,1,AFG,2024,2024,0.0,0.25,0.0,0.0,1,2.0,1
Abdul Malik (1),2,4,0,22,17,5.5,0,0,2,AFG,2021,2023,0.0,0.5,0.0,0.0,2,1.0,0
Anwar Hossain Monir,3,6,3,22,13,7.33,0,0,1,BAN,2003,2005,0.0,0.1667,0.5,0.0,2,1.5,0
C Karunaratne,1,2,0,22,22,11.0,0,0,1,SL,2019,2019,0.0,0.5,0.0,0.0,1,1.0,0
CKB Kulasekara,1,2,0,22,15,11.0,0,0,0,SL,2011,2011,0.0,0.0,0.0,0.0,1,1.0,0
