PlayerName,Matches,Innings,NotOut,Runs,HighestScore,Average,Centuries,HalfCenturies,Ducks,Country,FirstMatch,LastMatch,CenturyConversion,DuckPercentage,NotOutPercentage,FiftyPlusScorePercentage,CareerLength,MatchesPerYear,CurrentPlayer
PE McIntyre,2,4,1,22,16,7.33,0,0,2,AUS,1995,1996,0.0,0.5,0.25,0.0,1,2.0,0
WN Phillips,1,2,0,22,14,11.0,0,0,0,AUS,1992,1992,0.0,0.0,0.0,0.0,1,1.0,0
D Pretorius,4,4,1,22,9,7.33,0,0,1,SA,2002,2003,0.0,0.25,0.25,0.0,1,4.0,0
Tareq Aziz,3,6,4,22,10,11.0,0,0,2,BAN,2004,2004,0.0,0.3333,0.6667,0.0,1,3.0,0
MI Black,6,11,3,21,6,2.62,0,0,4,WI,2000,2002,0.0,0.3636,0.2727,0.0,2,3.0,0
Ehsan Adil,3,4,0,21,12,5.25,0,0,2,PAK,2013,2015,0.0,0.5,0.0,0.0,2,1.5,0
NR Ferreira,1,2,0,21,16,10.5,0,0,0,ZIM,2005,2005,0.0,0.0,0.0,0.0,1,1.0,0
MJ McCague,3,5,0,21,11,4.2,0,0,2,ENG,1993,1994,0.0,0.4,0.0,0.0,1,3.0,0
GA Manou,1,2,1,21,13,21.0,0,0,0,AUS,2009,2009,0.0,0.0,0.5,0.0,1,1.0,0
DJ Pattinson,1,2,0,21,13,10.5,0,0,0,ENG,2008,2008,0.0,0.0,0.0,0.0,1,1.0,0
HT Davis,5,7,4,20,8,6.66,0,0,0,NZ,1994,1997,0.0,0.0,0.5714,0.0,3,1.67,0
F de Wet,2,2,0,20,20,10.0,0,0,1,SA,2009,2010,0.0,0.5,0.0,0.0,1,2.0,0
I Khan,1,1,0,20,20,20.0,0,0,0,SA,2009,2009,0.0,0.0,0.0,0.0,1,1.0,0
Naved Latif,1,2,0,20,20,10.0,0,0,1,PAK,2002,2002,0.0,0.5,0.0,0.0,1,1.0,0
Saleem Jaffar,4,4,2,20,10,10.0,0,0,1,PAK,1990,1992,0.0,0.25,0.5,0.0,2,2.0,0
T Shamsi,2,4,3,20,18,20.0,0,0,0,SA,2016,2018,0.0,0.0,0.75,0.0,2,1.0,0
SW Tait,3,5,2,20,8,6.66,0,0,0,AUS,2005,2008,0.0,0.0,0.4,0.0,3,1.0,0
JC Tongue,2,2,0,20,19,10.0,0,0,0,ENG,2023,2023,0.0,0.0,0.0,0.0,1,2.0,0
Mansoor Akhtar,1,2,0,19,14,9.5,0,0,0,PAK,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
AL Phehlukwayo,4,4,2,19,9,9.5,0,0,1,SA,2017,2018,0.0,0.25,0.5,0.0,1,4.0,0
LL Tsotsobe,5,5,2,19,8,6.33,0,0,2,SA,2010,2011,0.0,0.4,0.4,0.0,1,5.0,0
AR Adams,1,2,0,18,11,9.0,0,0,0,NZ,2002,2002,0.0,0.0,0.0,0.0,1,1.0,0
Gursharan Singh,1,1,0,18,18,18.0,0,0,0,IND,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
MAWR Madurasinghe,2,4,1,18,11,6.0,0,0,1,SL,1990,1992,0.0,0.25,0.25,0.0,2,1.0,0
Mir Hamza,5,10,5,18,7,3.6,0,0,3,PAK,2018,2024,0.0,0.3,0.5,0.0,6,0.83,1
Mohammad Hussain,2,3,0,18,17,6.0,0,0,1,PAK,1996,1998,0.0,0.3333,0.0,0.0,2,1.0,0
Mujeeb Ur Rahman,1,2,0,18,15,9.0,0,0,0,AFG,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
RAP Nissanka,4,5,2,18,12,6.0,0,0,2,SL,2003,2003,0.0,0.4,0.4,0.0,1,4.0,0
NJ O'Brien,1,2,0,18,18,9.0,0,0,1,IRE,2018,2018,0.0,0.5,0.0,0.0,1,1.0,0
BA Reid,9,12,4,18,5,2.25,0,0,5,AUS,1990,1992,0.0,0.4167,0.3333,0.0,2,4.5,0
JA Richardson,3,3,0,18,9,6.0,0,0,0,AUS,2019,2021,0.0,0.0,0.0,0.0,2,1.5,0
Sajedul Islam,3,6,0,18,6,3.0,0,0,1,BAN,2008,2013,0.0,0.1667,0.0,0.0,5,0.6,0
Zahid Mahmood,2,4,0,18,17,4.5,0,0,2,PAK,2022,2022,0.0,0.5,0.0,0.0,1,2.0,0
GA Briant,1,2,0,17,16,8.5,0,0,0,ZIM,1993,1993,0.0,0.0,0.0,0.0,1,1.0,0
R Dhanraj,4,4,0,17,9,4.25,0,0,0,WI,1994,1996,0.0,0.0,0.0,0.0,2,2.0,0
EZ Matambanadzo,3,5,1,17,7,4.25,0,0,1,ZIM,1996,1999,0.0,0.2,0.2,0.0,3,1.0,0
N Ncube,1,2,0,17,14,8.5,0,0,0,ZIM,2011,2011,0.0,0.0,0.0,0.0,1,1.0,0
CG Rackemann,5,6,2,17,9,4.25,0,0,1,AUS,1990,1991,0.0,0.1667,0.3333,0.0,1,5.0,0
Sohail Tanvir,2,3,0,17,13,5.66,0,0,1,PAK,2007,2007,0.0,0.3333,0.0,0.0,1,2.0,0
PIC Thompson,2,3,1,17,10,8.5,0,0,0,WI,1996,1997,0.0,0.0,0.3333,0.0,1,2.0,0
Imran Khan,10,10,3,16,6,2.28,0,0,5,PAK,2014,2019,0.0,0.5,0.3,0.0,5,2.0,0
CK Langeveldt,6,4,2,16,10,8.0,0,0,1,SA,2005,2006,0.0,0.25,0.5,0.0,1,6.0,0
LS Livingstone,1,2,1,16,9,16.0,0,0,0,ENG,2022,2022,0.0,0.0,0.5,0.0,1,1.0,0
BS Mudzinganyama,1,1,0,16,16,16.0,0,0,0,ZIM,2020,2020,0.0,0.0,0.0,0.0,1,1.0,0
Nazmul Hossain,2,4,2,16,8,8.0,0,0,2,BAN,2004,2011,0.0,0.5,0.5,0.0,7,0.29,0
Nijat Masood,3,6,1,16,12,3.2,0,0,4,AFG,2023,2024,0.0,0.6667,0.1667,0.0,1,3.0,1
MB Owens,8,12,6,16,8,2.66,0,0,5,NZ,1992,1994,0.0,0.4167,0.5,0.0,2,4.0,0
DJ Terbrugge,7,8,5,16,4,5.33,0,0,2,SA,1998,2004,0.0,0.25,0.625,0.0,6,1.17,0
SS Karim,1,1,0,15,15,15.0,0,0,0,IND,2000,2000,0.0,0.0,0.0,0.0,1,1.0,0
TL Moreki,2,4,2,15,6,7.5,0,0,0,SA,2024,2024,0.0,0.0,0.5,0.0,1,2.0,1
C Munro,1,2,0,15,15,7.5,0,0,1,NZ,2013,2013,0.0,0.5,0.0,0.0,1,1.0,0
T Mupariwa,1,2,1,15,14,15.0,0,0,0,ZIM,2004,2004,0.0,0.0,0.5,0.0,1,1.0,0
W Mwayenga,1,2,1,15,14,15.0,0,0,0,ZIM,2005,2005,0.0,0.0,0.5,0.0,1,1.0,0
L Sipamla,3,4,1,15,10,5.0,0,0,2,SA,2020,2022,0.0,0.5,0.25,0.0,2,1.5,0
Sohrawordi Shuvo,1,2,0,15,15,7.5,0,0,1,BAN,2011,2011,0.0,0.5,0.0,0.0,1,1.0,0
AGD Wickremasinghe,2,2,1,15,13,15.0,0,0,0,SL,1992,1992,0.0,0.0,0.5,0.0,1,2.0,0
Anwar Hossain,1,2,0,14,12,7.0,0,0,0,BAN,2002,2002,0.0,0.0,0.0,0.0,1,1.0,0
Azam Khan,1,1,0,14,14,14.0,0,0,0,PAK,1996,1996,0.0,0.0,0.0,0.0,1,1.0,0
TE Kane,1,2,0,14,14,7.0,0,0,1,IRE,2018,2018,0.0,0.5,0.0,0.0,1,1.0,0
Manzoor Elahi,2,4,1,14,13,4.66,0,0,2,PAK,1995,1995,0.0,0.5,0.25,0.0,1,2.0,0
MJ Nicholson,1,2,0,14,9,7.0,0,0,0,AUS,1998,1998,0.0,0.0,0.0,0.0,1,1.0,0
Subashis Roy,4,6,5,14,12,14.0,0,0,1,BAN,2017,2017,0.0,0.1667,0.8333,0.0,1,4.0,0
JDF Vandersay,1,2,0,14,8,7.0,0,0,0,SL,2022,2022,0.0,0.0,0.0,0.0,1,1.0,0
KIW Wijegunawardene,2,4,1,14,6,4.66,0,0,0,SL,1991,1992,0.0,0.0,0.25,0.0,1,2.0,0
Ziaur Rahman,1,2,0,14,14,7.0,0,0,1,BAN,2013,2013,0.0,0.5,0.0,0.0,1,1.0,0
Jubair Hossain,6,5,2,13,7,4.33,0,0,1,BAN,2014,2015,0.0,0.2,0.4,0.0,1,6.0,0
Munir Ahmad,1,2,0,13,12,6.5,0,0,0,AFG,2021,2021,0.0,0.0,0.0,0.0,1,1.0,0
RR Powar,2,2,0,13,7,6.5,0,0,0,IND,2007,2007,0.0,0.0,0.0,0.0,1,2.0,0
S Ragoonath,2,4,1,13,9,4.33,0,0,1,WI,1999,1999,0.0,0.25,0.25,0.0,1,2.0,0
BM Tickner,3,3,2,13,8,13.0,0,0,0,NZ,2023,2023,0.0,0.0,0.6667,0.0,1,3.0,0
KP Walmsley,3,5,0,13,5,2.6,0,0,2,NZ,1995,2000,0.0,0.4,0.0,0.0,5,0.6,0
CAK Walton,2,4,0,13,10,3.25,0,0,1,WI,2009,2009,0.0,0.25,0.0,0.0,1,2.0,0
Abdul Wasi,1,2,0,12,9,6.0,0,0,0,AFG,2021,2021,0.0,0.0,0.0,0.0,1,1.0,0
Haris Rauf,1,2,0,12,12,6.0,0,0,1,PAK,2022,2022,0.0,0.5,0.0,0.0,1,1.0,0
PA Horne,1,2,0,12,12,6.0,0,0,1,NZ,1990,1990,0.0,0.5,0.0,0.0,1,1.0,0
P Jayawickrama,5,6,5,12,8,12.0,0,0,1,SL,2021,2022,0.0,0.1667,0.8333,0.0,1,5.0,0
MP Kuhnemann,3,5,2,12,6,4.0,0,0,1,AUS,2023,2023,0.0,0.2,0.4,0.0,1,3.0,0
NT Pascal,2,2,0,12,10,6.0,0,0,0,WI,2010,2010,0.0,0.0,0.0,0.0,1,2.0,0
Wafadar Momand,2,3,1,12,6,6.0,0,0,1,AFG,2018,2019,0.0,0.3333,0.3333,0.0,1,2.0,0
BJ Bess,1,2,1,11,11,11.0,0,0,1,WI,2010,2010,0.0,0.5,0.5,0.0,1,1.0,0
SJE Brown,1,2,1,11,10,11.0,0,0,0,ENG,1996,1996,0.0,0.0,0.5,0.0,1,1.0,0
SS Cottrell,2,4,0,11,5,2.75,0,0,1,WI,2013,2014,0.0,0.25,0.0,0.0,1,2.0,0
MJ Humphreys,1,2,1,11,7,11.0,0,0,0,IRE,2023,2023,0.0,0.0,0.5,0.0,1,1.0,0
MJ Mindley,1,2,1,11,11,11.0,0,0,1,WI,2022,2022,0.0,0.5,0.5,0.0,1,1.0,0
GA Stuurman,2,2,0,11,11,5.5,0,0,1,SA,2022,2022,0.0,0.5,0.0,0.0,1,2.0,0
AJ Traicos,4,6,2,11,5,2.75,0,0,1,ZIM,1992,1993,0.0,0.1667,0.3333,0.0,1,4.0,0
R Vinay Kumar,1,2,0,11,6,5.5,0,0,0,IND,2012,2012,0.0,0.0,0.0,0.0,1,1.0,0
BT Watambwa,6,8,5,11,4,3.66,0,0,2,ZIM,2001,2002,0.0,0.25,0.625,0.0,1,6.0,0
Kabir Ali,1,2,0,10,9,5.0,0,0,0,ENG,2003,2003,0.0,0.0,0.0,0.0,1,1.0,0
N Burger,2,3,1,10,6,5.0,0,0,1,SA,2023,2024,0.0,0.3333,0.3333,0.0,1,2.0,1
B Casson,1,1,0,10,10,10.0,0,0,0,AUS,2008,2008,0.0,0.0,0.0,0.0,1,1.0,0
AC Dawson,2,1,0,10,10,10.0,0,0,0,SA,2003,2003,0.0,0.0,0.0,0.0,1,2.0,0
AM de Silva,3,3,0,10,9,3.33,0,0,1,SL,1993,1993,0.0,0.3333,0.0,0.0,1,3.0,0
WRS de Silva,3,2,1,10,5,10.0,0,0,0,SL,2002,2007,0.0,0.0,0.5,0.0,5,0.6,0
CJ Drum,5,5,2,10,4,3.33,0,0,1,NZ,2001,2002,0.0,0.2,0.4,0.0,1,5.0,0
ESH Giddins,4,7,3,10,7,2.5,0,0,3,ENG,1999,2000,0.0,0.4286,0.4286,0.0,1,4.0,0
CJ McKay,1,1,0,10,10,10.0,0,0,0,AUS,2009,2009,0.0,0.0,0.0,0.0,1,1.0,0
JM Mennie,1,2,0,10,10,5.0,0,0,1,AUS,2016,2016,0.0,0.5,0.0,0.0,1,1.0,0
DT Mutendera,1,2,0,10,10,5.0,0,0,1,ZIM,2000,2000,0.0,0.5,0.0,0.0,1,1.0,0
Pankaj Singh,2,4,1,10,9,3.33,0,0,2,IND,2014,2014,0.0,0.5,0.25,0.0,1,2.0,0
KEA Upashantha,2,3,0,10,6,3.33,0,0,0,SL,1999,2002,0.0,0.0,0.0,0.0,3,0.67,0
PK Wijetunge,1,2,0,10,10,5.0,0,0,1,SL,1993,1993,0.0,0.5,0.0,0.0,1,1.0,0
Akash Deep,1,1,0,9,9,9.0,0,0,0,IND,2024,2024,0.0,0.0,0.0,0.0,1,1.0,1
EAE Baptiste,1,1,0,9,9,9.0,0,0,0,WI,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
TL Chivanga,1,2,1,9,6,9.0,0,0,0,ZIM,2023,2023,0.0,0.0,0.5,0.0,1,1.0,0
JJ Crowe,1,1,0,9,9,9.0,0,0,0,NZ,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
M de Lange,2,2,0,9,9,4.5,0,0,1,SA,2011,2012,0.0,0.5,0.0,0.0,1,2.0,0
BE Hendricks,1,2,1,9,5,9.0,0,0,0,SA,2020,2020,0.0,0.0,0.5,0.0,1,1.0,0
Mohammad Khalil,2,4,1,9,5,3.0,0,0,1,PAK,2004,2005,0.0,0.25,0.25,0.0,1,2.0,0
A Ndlovu,2,4,0,9,5,2.25,0,0,2,ZIM,2020,2020,0.0,0.5,0.0,0.0,1,2.0,0
RJ Quiney,2,3,0,9,9,3.0,0,0,2,AUS,2012,2012,0.0,0.6667,0.0,0.0,1,2.0,0
Riaz Afridi,1,1,0,9,9,9.0,0,0,0,PAK,2004,2004,0.0,0.0,0.0,0.0,1,1.0,0
BN Schultz,9,8,2,9,6,1.5,0,0,3,SA,1992,1997,0.0,0.375,0.25,0.0,5,1.8,0
MRJ Veletta,1,1,0,9,9,9.0,0,0,0,AUS,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
Alamgir Kabir,3,5,1,8,4,2.0,0,0,2,BAN,2002,2004,0.0,0.4,0.2,0.0,2,1.5,0
JR Bracey,2,3,0,8,8,2.66,0,0,2,ENG,2021,2021,0.0,0.6667,0.0,0.0,1,2.0,0
F Hand,1,2,0,8,7,4.0,0,0,0,IRE,2023,2023,0.0,0.0,0.0,0.0,1,1.0,0
Hasan Mahmud,1,2,1,8,6,8.0,0,0,0,BAN,2024,2024,0.0,0.0,0.5,0.0,1,1.0,1
DJ Johnson,2,3,1,8,5,4.0,0,0,0,IND,1996,1996,0.0,0.0,0.3333,0.0,1,2.0,0
S Kalavitigoda,1,2,0,8,7,4.0,0,0,0,SL,2005,2005,0.0,0.0,0.0,0.0,1,1.0,0
ACI Lock,1,2,1,8,8,8.0,0,0,1,ZIM,1995,1995,0.0,0.5,0.5,0.0,1,1.0,0
NA Mallender,2,3,0,8,4,2.66,0,0,0,ENG,1992,1992,0.0,0.0,0.0,0.0,1,2.0,0
N M'shangwe,2,4,0,8,8,2.0,0,0,3,ZIM,2014,2014,0.0,0.75,0.0,0.0,1,2.0,0
MW Parkinson,1,1,0,8,8,8.0,0,0,0,ENG,2022,2022,0.0,0.0,0.0,0.0,1,1.0,0
U Ranchod,1,2,0,8,7,4.0,0,0,0,ZIM,1993,1993,0.0,0.0,0.0,0.0,1,1.0,0
NA Saini,2,3,1,8,5,4.0,0,0,0,IND,2021,2021,0.0,0.0,0.3333,0.0,1,2.0,0
KV Sharma,1,2,1,8,4,8.0,0,0,0,IND,2014,2014,0.0,0.0,0.5,0.0,1,1.0,0
SA Yadav,1,1,0,8,8,8.0,0,0,0,IND,2023,2023,0.0,0.0,0.0,0.0,1,1.0,0
Zahir Khan,5,10,6,8,4,2.0,0,0,4,AFG,2019,2024,0.0,0.4,0.6,0.0,5,1.0,1
Abdul Qadir,4,3,1,7,6,3.5,0,0,1,PAK,1990,1990,0.0,0.3333,0.3333,0.0,1,4.0,0
Bahir Shah,1,1,0,7,7,7.0,0,0,0,AFG,2023,2023,0.0,0.0,0.0,0.0,1,1.0,0
RJ Blakey,2,4,0,7,6,1.75,0,0,2,ENG,1993,1993,0.0,0.5,0.0,0.0,1,2.0,0
N Chopra,1,2,0,7,4,3.5,0,0,0,IND,2000,2000,0.0,0.0,0.0,0.0,1,1.0,0
Ehsanul Haque,1,2,0,7,5,3.5,0,0,0,BAN,2002,2002,0.0,0.0,0.0,0.0,1,1.0,0
B Evans,1,2,0,7,7,3.5,0,0,1,ZIM,2023,2023,0.0,0.5,0.0,0.0,1,1.0,0
Faisal Hossain,1,2,0,7,5,3.5,0,0,0,BAN,2004,2004,0.0,0.0,0.0,0.0,1,1.0,0
SD Jack,2,2,0,7,7,3.5,0,0,1,SA,1994,1995,0.0,0.5,0.0,0.0,1,2.0,0
Khurram Shahzad,1,2,0,7,7,3.5,0,0,1,PAK,2023,2023,0.0,0.5,0.0,0.0,1,1.0,0
Mohammad Zahid,5,6,1,7,6,1.4,0,0,4,PAK,1996,2003,0.0,0.6667,0.1667,0.0,7,0.71,0
Rafiqul Islam,1,2,0,7,6,3.5,0,0,0,BAN,2002,2002,0.0,0.0,0.0,0.0,1,1.0,0
MA Beer,2,3,1,6,2,3.0,0,0,0,AUS,2011,2012,0.0,0.0,0.3333,0.0,1,2.0,0
M Bhanuka,1,2,0,6,5,3.0,0,0,0,SL,2021,2021,0.0,0.0,0.0,0.0,1,1.0,0
PP Chawla,3,3,0,6,4,2.0,0,0,0,IND,2006,2012,0.0,0.0,0.0,0.0,6,0.5,0
M Commins,2,4,0,6,5,1.5,0,0,2,IRE,2023,2023,0.0,0.5,0.0,0.0,1,2.0,0
MS Crane,1,2,0,6,4,3.0,0,0,0,ENG,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
AC Dale,2,3,0,6,5,2.0,0,0,1,AUS,1998,1999,0.0,0.3333,0.0,0.0,1,2.0,0
PLS Gamage,5,8,4,6,3,1.5,0,0,1,SL,2017,2018,0.0,0.125,0.5,0.0,1,5.0,0
Harvinder Singh,3,4,1,6,6,2.0,0,0,2,IND,1998,2001,0.0,0.5,0.25,0.0,3,1.0,0
JM Holland,4,7,5,6,3,3.0,0,0,0,AUS,2016,2018,0.0,0.0,0.7143,0.0,2,2.0,0
Mohsin Kamal,2,4,2,6,4,3.0,0,0,0,PAK,1994,1994,0.0,0.0,0.5,0.0,1,2.0,0
MW Rushmere,1,2,0,6,3,3.0,0,0,0,SA,1992,1992,0.0,0.0,0.0,0.0,1,1.0,0
KJ Silva,7,4,1,6,6,2.0,0,0,3,SL,1995,1998,0.0,0.75,0.25,0.0,3,2.33,0
SG Borthwick,1,2,0,5,4,2.5,0,0,0,ENG,2014,2014,0.0,0.0,0.0,0.0,1,1.0,0
GR Breese,1,2,0,5,5,2.5,0,0,1,WI,2002,2002,0.0,0.5,0.0,0.0,1,1.0,0
JN Hamilton,1,2,0,5,5,2.5,0,0,1,WI,2019,2019,0.0,0.5,0.0,0.0,1,1.0,0
TP Kamungozi,1,2,0,5,5,2.5,0,0,1,ZIM,2014,2014,0.0,0.5,0.0,0.0,1,1.0,0
NM Kulkarni,3,2,1,5,4,5.0,0,0,0,IND,1997,2001,0.0,0.0,0.5,0.0,4,0.75,0
Mahbubul Alam,4,7,3,5,2,1.25,0,0,2,BAN,2008,2008,0.0,0.2857,0.4286,0.0,1,4.0,0
BJ McCarthy,1,1,0,5,5,5.0,0,0,0,IRE,2024,2024,0.0,0.0,0.0,0.0,1,1.0,1
NO Miller,1,2,0,5,5,2.5,0,0,1,WI,2009,2009,0.0,0.5,0.0,0.0,1,1.0,0
S Prasanna,1,1,0,5,5,5.0,0,0,0,SL,2011,2011,0.0,0.0,0.0,0.0,1,1.0,0
SMSM Senanayake,1,1,0,5,5,5.0,0,0,0,SL,2013,2014,0.0,0.0,0.0,0.0,1,1.0,0
A Shahzad,1,1,0,5,5,5.0,0,0,0,ENG,2010,2010,0.0,0.0,0.0,0.0,1,1.0,0
HK Bennett,1,1,0,4,4,4.0,0,0,0,NZ,2010,2010,0.0,0.0,0.0,0.0,1,1.0,0
ID Blackwell,1,1,0,4,4,4.0,0,0,0,ENG,2006,2006,0.0,0.0,0.0,0.0,1,1.0,0
GD Campbell,2,3,0,4,4,1.33,0,0,2,AUS,1990,1990,0.0,0.6667,0.0,0.0,1,2.0,0
CJ Ferguson,1,2,0,4,3,2.0,0,0,0,AUS,2016,2016,0.0,0.0,0.0,0.0,1,1.0,0
MJ Haslam,4,2,1,4,3,4.0,0,0,0,NZ,1992,1995,0.0,0.0,0.5,0.0,3,1.33,0
AP Igglesden,2,4,2,4,3,2.0,0,0,2,ENG,1994,1994,0.0,0.5,0.5,0.0,1,2.0,0
Irfan Fazil,1,2,1,4,3,4.0,0,0,0,PAK,2000,2000,0.0,0.0,0.5,0.0,1,1.0,0
MP Jarvis,5,3,1,4,2,2.0,0,0,1,ZIM,1992,1994,0.0,0.3333,0.3333,0.0,2,2.5,0
Nazmul Islam,1,2,0,4,4,2.0,0,0,1,BAN,2018,2018,0.0,0.5,0.0,0.0,1,1.0,0
AM Smith,1,2,1,4,4,4.0,0,0,1,ENG,1997,1997,0.0,0.5,0.5,0.0,1,1.0,0
T Stubbs,1,2,0,4,3,2.0,0,0,0,SA,2024,2024,0.0,0.0,0.0,0.0,1,1.0,1
S Young,1,2,1,4,4,4.0,0,0,1,AUS,1997,1997,0.0,0.5,0.5,0.0,1,1.0,0
ST Banerjee,1,1,0,3,3,3.0,0,0,0,IND,1992,1992,0.0,0.0,0.0,0.0,1,1.0,0
IS Gallage,1,1,0,3,3,3.0,0,0,0,SL,1999,1999,0.0,0.0,0.0,0.0,1,1.0,0
RA Harper,1,1,0,3,3,3.0,0,0,0,WI,1993,1993,0.0,0.0,0.0,0.0,1,1.0,0
MJ Mason,1,2,0,3,3,1.5,0,0,1,NZ,2004,2004,0.0,0.5,0.0,0.0,1,1.0,0
CK Tshuma,1,2,0,3,3,1.5,0,0,1,ZIM,2020,2020,0.0,0.5,0.0,0.0,1,1.0,0
AP Wells,1,2,1,3,3,3.0,0,0,1,ENG,1995,1995,0.0,0.5,0.5,0.0,1,1.0,0
PR George,1,2,0,2,2,1.0,0,0,1,AUS,2010,2010,0.0,0.5,0.0,0.0,1,1.0,0
BE McGain,1,2,0,2,2,1.0,0,0,1,AUS,2009,2009,0.0,0.5,0.0,0.0,1,1.0,0
Mohammad Saleem,1,2,0,2,2,1.0,0,0,1,AFG,2024,2024,0.0,0.5,0.0,0.0,1,1.0,1
Qaiser Abbas,1,1,0,2,2,2.0,0,0,0,PAK,2000,2000,0.0,0.0,0.0,0.0,1,1.0,0
Ranjan Das,1,2,0,2,2,1.0,0,0,1,BAN,2000,2000,0.0,0.5,0.0,0.0,1,1.0,0
AD Russell,1,1,0,2,2,2.0,0,0,0,WI,2010,2010,0.0,0.0,0.0,0.0,1,1.0,0
RL Sanghvi,1,2,0,2,2,1.0,0,0,1,IND,2001,2001,0.0,0.5,0.0,0.0,1,1.0,0
Ashfaq Ahmed,1,2,1,1,1,1.0,0,0,1,PAK,1993,1993,0.0,0.5,0.5,0.0,1,1.0,0
MT Chinouya,2,4,2,1,1,0.5,0,0,1,ZIM,2016,2016,0.0,0.25,0.5,0.0,1,2.0,0
S Nadeem,2,3,1,1,1,0.5,0,0,2,IND,2019,2021,0.0,0.6667,0.3333,0.0,2,1.0,0
SW Poynter,1,2,0,1,1,0.5,0,0,1,IRE,2019,2019,0.0,0.5,0.0,0.0,1,1.0,0
MJ Saggers,3,3,0,1,1,0.33,0,0,2,ENG,2003,2004,0.0,0.6667,0.0,0.0,1,3.0,0
Shakeel Ahmed snr,1,1,0,1,1,1.0,0,0,0,PAK,1998,1998,0.0,0.0,0.0,0.0,1,1.0,0
TF van Woerkom,1,1,0,1,1,1.0,0,0,0,IRE,2024,2024,0.0,0.0,0.0,0.0,1,1.0,1
B White,3,6,4,1,1,0.5,0,0,1,IRE,2023,2023,0.0,0.1667,0.6667,0.0,1,3.0,0
JE Benjamin,1,1,0,0,0,0.0,0,0,1,ENG,1994,1994,0.0,1.0,0.0,0.0,1,1.0,0
GM Hamilton,1,2,0,0,0,0.0,0,0,2,ENG,1999,1999,0.0,1.0,0.0,0.0,1,1.0,0
D Hettiarachchi,1,2,1,0,0,0.0,0,0,1,SL,2001,2001,0.0,0.5,0.5,0.0,1,1.0,0
AS Jaggernauth,1,2,1,0,0,0.0,0,0,1,WI,2008,2008,0.0,0.5,0.5,0.0,1,1.0,0
W Madhevere,2,3,0,0,0,0.0,0,0,3,ZIM,2021,2021,0.0,1.0,0.0,0.0,1,2.0,0
D Madushanka,1,2,1,0,0,0.0,0,0,1,SL,2023,2023,0.0,0.5,0.5,0.0,1,1.0,0
Mohammad Ali,2,4,2,0,0,0.0,0,0,2,PAK,2022,2022,0.0,0.5,0.5,0.0,1,2.0,0
Mukesh Kumar,3,4,3,0,0,0.0,0,0,1,IND,2023,2024,0.0,0.25,0.75,0.0,1,3.0,1
Nadeem Ghauri,1,1,0,0,0,0.0,0,0,1,PAK,1990,1990,0.0,1.0,0.0,0.0,1,1.0,0
Nahid Rana,1,2,1,0,0,0.0,0,0,1,BAN,2024,2024,0.0,0.5,0.5,0.0,1,1.0,1
KK Peters,1,1,0,0,0,0.0,0,0,1,WI,2014,2014,0.0,1.0,0.0,0.0,1,1.0,0
M Prasidh Krishna,2,3,2,0,0,0.0,0,0,1,IND,2023,2024,0.0,0.3333,0.6667,0.0,1,2.0,1
LA Roberts,1,1,0,0,0,0.0,0,0,1,WI,1999,1999,0.0,1.0,0.0,0.0,1,1.0,0
CJ Sayers,1,2,0,0,0,0.0,0,0,2,AUS,2018,2018,0.0,1.0,0.0,0.0,1,1.0,0
Shahidullah,1,1,0,0,0,0.0,0,0,1,AFG,2021,2021,0.0,1.0,0.0,0.0,1,1.0,0
G Sharma,1,1,0,0,0,0.0,0,0,1,IND,1990,1990,0.0,1.0,0.0,0.0,1,1.0,0
R Singh,1,1,0,0,0,0.0,0,0,1,IND,1999,1999,0.0,1.0,0.0,0.0,1,1.0,0
